ID,Company,Type,Infrastructure,Type Infrastructure,City,Zip Code,Location,Address,Latitude,Longitude,Company_raw,Type_raw,Infrastructure_raw,Type Infrastructure_raw,City_raw,Location_raw,Address_raw,Zip Code_raw,Import_Source,Import_Classification,Data_Quality_Flag,Record_Service_Type_Code,Record_Service_Type_Name,Company_Normalized,Location_Normalized,Address_Normalized,Location_Cluster_ID,Cluster_Record_Count,Cluster_Company_Count,Has_Locker,Has_PUDO,Has_Click_Collect,Has_Distribution_Center,Has_Last_Mile_Station,Has_Warehouse,Has_Convenience_Store,Has_Unknown,Cluster_Service_Type_Code,Cluster_Service_Type_Name,Cluster_Sharing_Type_Code,Cluster_Sharing_Type_Name,Cluster_Diameter_m,Cluster_Spatial_Confidence_Code,Cluster_Spatial_Confidence_Name,Cluster_Companies,Cluster_Review_Required
11,InPost,Convenience Stores,Privada,Premises,Valencia,46008.0,Outlet Destino 8,"C/ Angel Guimera, 30",39.47034447468592,-0.3868492440298763,InPost,Convenience stores,Private,Premises,Valencia,Outlet Destino 8,"C/ Angel Guimera, 30",46008.0,,,,7,Convenience Store,INPOST,OUTLET DESTINO 8,C ANGEL GUIMERA 30,VAL_LOC_000011,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
12,InPost,Locker,Privada,Premises,Valencia,46003.0,Lacolada Ciutat Vella,"C. de la Blanqueria, 9",39.48015886194766,-0.377359092388655,InPost,Lockers,Private,Premises,Valencia,Lacolada Ciutat Vella,"C. de la Blanqueria, 9",46003.0,,,,1,Locker,INPOST,LACOLADA CIUTAT VELLA,C DE LA BLANQUERIA 9,VAL_LOC_000012,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,InPost,False
13,InPost,Convenience Stores,Privada,Premises,Valencia,46008.0,Milar Gran Via,"Gran Vía de Fernando el Católico, 3",39.46946482690077,-0.3846478777238517,InPost,Convenience stores,Private,Premises,Valencia,Milar Gran Via,"Gran Vía de Fernando el Católico, 3",46008.0,,,,7,Convenience Store,INPOST,MILAR GRAN VIA,GRAN VIA DE FERNANDO EL CATOLICO 3,VAL_LOC_000013,2,2,False,True,False,False,False,False,True,False,7,Multiple services,4,"Multiple companies, multiple services",9.2,1,High,InPost | Mail Boxes Etc,False
14,InPost,Convenience Stores,Privada,Premises,Valencia,46003.0,Naturalworld,"Carrer de Roteros, 2",39.47915825477076,-0.3762365408354187,InPost,Convenience stores,Private,Premises,Valencia,Naturalworld,"Carrer de Roteros, 2",46003.0,,,,7,Convenience Store,INPOST,NATURALWORLD,CARRER DE ROTEROS 2,VAL_LOC_000014,5,5,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",25.15,2,Medium,Celeritas | Ctt Express | Dhl | InPost | UPS,False
15,InPost,Convenience Stores,Privada,Premises,Valencia,46008.0,Plantas Y Flores Lantana,Calle de Sta. María Micaela,39.47227140704873,-0.3920542507520121,InPost,Convenience stores,Private,Premises,Valencia,Plantas Y Flores Lantana,Calle de Sta. María Micaela,46008.0,,,,7,Convenience Store,INPOST,PLANTAS Y FLORES LANTANA,CALLE DE STA MARIA MICAELA,VAL_LOC_000015,3,3,True,False,False,False,False,False,True,False,7,Multiple services,4,"Multiple companies, multiple services",12.78,1,High,InPost | SEUR | UPS,False
16,InPost,Convenience Stores,Privada,Premises,Valencia,46009.0,El Trebol Del Turia,"Av. de Burjassot, 18",39.484222876226845,-0.3825261752885064,InPost,Convenience stores,Private,Premises,Valencia,El Trebol Del Turia,"Av. de Burjassot, 18",46009.0,,,,7,Convenience Store,INPOST,EL TREBOL DEL TURIA,AV DE BURJASSOT 18,VAL_LOC_000016,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
17,InPost,Convenience Stores,Privada,Premises,Valencia,46008.0,Firdos Movil,"C. de Martín el Humano, 30",39.46981902183968,-0.3902598607606746,InPost,Convenience stores,Private,Premises,Valencia,Firdos Movil,"C. de Martín el Humano, 30",46008.0,,,,7,Convenience Store,INPOST,FIRDOS MOVIL,C DE MARTIN EL HUMANO 30,VAL_LOC_000017,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",1.84,1,High,Amazon | InPost,False
18,InPost,Locker,Privada,Gym,Valencia,46009.0,Gimnasio Deportivo Okina,"C. del Padre Ferris, 28",39.48456527859329,-0.3854917629750939,InPost,Lockers,Private,Gym,Valencia,Gimnasio Deportivo Okina,"C. del Padre Ferris, 28",46009.0,,,,1,Locker,INPOST,GIMNASIO DEPORTIVO OKINA,C DEL PADRE FERRIS 28,VAL_LOC_000018,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,InPost,False
19,InPost,Convenience Stores,Privada,Premises,Valencia,46003.0,Estanco N 3,"Pl. de Manises, 1",39.47706756476296,-0.3768830371436411,InPost,Convenience stores,Private,Premises,Valencia,Estanco N 3,"Pl. de Manises, 1",46003.0,,,,7,Convenience Store,INPOST,ESTANCO N 3,PL DE MANISES 1,VAL_LOC_000019,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
20,InPost,Convenience Stores,Privada,Premises,Valencia,46008.0,Bazar 28 De Septiembre,"C/ Guillem de Castro, 69",39.471498689873805,-0.3838940968876781,InPost,Convenience stores,Private,Premises,Valencia,Bazar 28 De Septiembre,"C/ Guillem de Castro, 69",46008.0,,,,7,Convenience Store,INPOST,BAZAR 28 DE SEPTIEMBRE,C GUILLEM DE CASTRO 69,VAL_LOC_000020,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
21,InPost,Convenience Stores,Privada,Premises,Valencia,46018.0,Estanco Maria,"C/ de la Democracia, 50",39.47389837850953,-0.4004610214738694,InPost,Convenience stores,Private,Premises,Valencia,Estanco Maria,"C/ de la Democracia, 50",46018.0,,,,7,Convenience Store,INPOST,ESTANCO MARIA,C DE LA DEMOCRACIA 50,VAL_LOC_000021,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
22,InPost,Convenience Stores,Privada,Kiosk,Valencia,46018.0,Eurollibreria,"C. Manolo Taberner, 38",39.471353308021655,-0.3981564036555148,InPost,Convenience stores,Private,Kiosk,Valencia,Eurollibreria,"C. Manolo Taberner, 38",46018.0,,,,7,Convenience Store,INPOST,EUROLLIBRERIA,C MANOLO TABERNER 38,VAL_LOC_000022,3,3,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",19.17,2,Medium,Celeritas | Ctt Express | InPost,False
23,InPost,Convenience Stores,Privada,Kiosk,Valencia,46015.0,Kiosco Papeleria Arco Iris,"Av. de Manuel de Falla, 3",39.47659387597814,-0.3985098410800225,InPost,Convenience stores,Private,Kiosk,Valencia,Kiosco Papeleria Arco Iris,"Av. de Manuel de Falla, 3",46015.0,,,,7,Convenience Store,INPOST,KIOSCO PAPELERIA ARCO IRIS,AV DE MANUEL DE FALLA 3,VAL_LOC_000023,4,4,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",25.48,2,Medium,Celeritas | Ctt Express | InPost | Nacex,False
24,InPost,Convenience Stores,Privada,Supermarket,Valencia,46015.0,Supermercado Tandy,"Av. del Maestro Rodrigo, 15",39.47773862738112,-0.3980739071241684,InPost,Convenience stores,Private,Supermarket,Valencia,Supermercado Tandy,"Av. del Maestro Rodrigo, 15",46015.0,,,,7,Convenience Store,INPOST,SUPERMERCADO TANDY,AV DEL MAESTRO RODRIGO 15,VAL_LOC_000024,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
25,InPost,Convenience Stores,Privada,Premises,Valencia,46018.0,Suico Papeleria Librería,"C. Brasil, 12",39.47131524227039,-0.3957866786862146,InPost,Convenience stores,Private,Premises,Valencia,Suico Papeleria Librería,"C. Brasil, 12",46018.0,,,,7,Convenience Store,INPOST,SUICO PAPELERIA LIBRERIA,C BRASIL 12,VAL_LOC_000025,4,4,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",11.18,1,High,Amazon | Ctt Express | InPost | SEUR,False
26,InPost,Convenience Stores,Privada,Premises,Valencia,46008.0,Miss Buye,"C. Buen Orden, 12",39.46689043663387,-0.3865841124502649,InPost,Convenience stores,Private,Premises,Valencia,Miss Buye,"C. Buen Orden, 12",46008.0,,,,7,Convenience Store,INPOST,MISS BUYE,C BUEN ORDEN 12,VAL_LOC_000026,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",6.82,1,High,InPost | SEUR,False
27,InPost,Convenience Stores,Privada,Premises,Valencia,46007.0,Avalon Papeleria,"C. de Albacete, 4",39.465437552152615,-0.3827902412627987,InPost,Convenience stores,Private,Premises,Valencia,Avalon Papeleria,"C. de Albacete, 4",46007.0,,,,7,Convenience Store,INPOST,AVALON PAPELERIA,C DE ALBACETE 4,VAL_LOC_000027,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
28,InPost,Convenience Stores,Privada,Premises,Valencia,46007.0,Mi Phone,"Calle del Matemàtico Marzal, 1",39.46701890244549,-0.3802005585216838,InPost,Convenience stores,Private,Premises,Valencia,Mi Phone,"Calle del Matemàtico Marzal, 1",46007.0,,,,7,Convenience Store,INPOST,MI PHONE,CALLE DEL MATEMATICO MARZAL 1,VAL_LOC_000028,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
29,InPost,Convenience Stores,Privada,Premises,Valencia,46015.0,Tintoreria La Bruixeta,C/ de la Vall de la Ballestera,39.47918045088472,-0.4002268027109057,InPost,Convenience stores,Private,Premises,Valencia,Tintoreria La Bruixeta,C/ de la Vall de la Ballestera,46015.0,,,,7,Convenience Store,INPOST,TINTORERIA LA BRUIXETA,C DE LA VALL DE LA BALLESTERA,VAL_LOC_000029,2,1,False,False,False,False,False,False,True,False,5,Convenience Store only,2,"Same company, multiple records",0.0,1,High,InPost,False
30,InPost,Convenience Stores,Privada,Premises,Valencia,46015.0,Loteria Marcos Y Fotografias,C/ de la Vall de la Ballestera,39.47918045088472,-0.4002268027109057,InPost,Convenience stores,Private,Premises,Valencia,Loteria Marcos Y Fotografias,C/ de la Vall de la Ballestera,46015.0,,,,7,Convenience Store,INPOST,LOTERIA MARCOS Y FOTOGRAFIAS,C DE LA VALL DE LA BALLESTERA,VAL_LOC_000029,2,1,False,False,False,False,False,False,True,False,5,Convenience Store only,2,"Same company, multiple records",0.0,1,High,InPost,False
31,InPost,Locker,Privada,Premises,Valencia,46015.0,Laundry Park Campanar,C. Marqués de San Juan,39.47818379223094,-0.3970245228082928,InPost,Lockers,Private,Premises,Valencia,Laundry Park Campanar,C. Marqués de San Juan,46015.0,,,,1,Locker,INPOST,LAUNDRY PARK CAMPANAR,C MARQUES DE SAN JUAN,VAL_LOC_000030,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,InPost,False
32,InPost,Convenience Stores,Privada,Premises,Valencia,46018.0,Herbolario Valle De Angeles,"C. de Linares, 20",39.46921563808978,-0.3945886314929473,InPost,Convenience stores,Private,Premises,Valencia,Herbolario Valle De Angeles,"C. de Linares, 20",46018.0,,,,7,Convenience Store,INPOST,HERBOLARIO VALLE DE ANGELES,C DE LINARES 20,VAL_LOC_000031,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
33,InPost,Convenience Stores,Privada,Premises,Valencia,46018.0,Edpack,"C/ Luis Lamarca, 13",39.47117118324263,-0.4006219950671602,InPost,Convenience stores,Private,Premises,Valencia,Edpack,"C/ Luis Lamarca, 13",46018.0,,,,7,Convenience Store,INPOST,EDPACK,C LUIS LAMARCA 13,VAL_LOC_000032,4,4,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",30.47,3,Review,Amazon | Ctt Express | InPost | SEUR,True
34,InPost,Locker,Privada,Premises,Valencia,46009.0,Lavanderia Pina Colada,"C. de Gil Roger, 8",39.486260366203446,-0.3895799694719423,InPost,Lockers,Private,Premises,Valencia,Lavanderia Pina Colada,"C. de Gil Roger, 8",46009.0,,,,1,Locker,INPOST,LAVANDERIA PINA COLADA,C DE GIL ROGER 8,VAL_LOC_000033,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,InPost,False
35,InPost,Convenience Stores,Privada,Premises,Valencia,46009.0,Plasticos Mas Masia,"C. Maximiliano Thous, 10",39.48792112843391,-0.3759129429379055,InPost,Convenience stores,Private,Premises,Valencia,Plasticos Mas Masia,"C. Maximiliano Thous, 10",46009.0,,,,7,Convenience Store,INPOST,PLASTICOS MAS MASIA,C MAXIMILIANO THOUS 10,VAL_LOC_000034,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
36,InPost,Convenience Stores,Privada,Premises,Valencia,46007.0,Outlet Destino 7,"C. de Pelayo, 34",39.46588619078027,-0.3792181958704386,InPost,Convenience stores,Private,Premises,Valencia,Outlet Destino 7,"C. de Pelayo, 34",46007.0,,,,7,Convenience Store,INPOST,OUTLET DESTINO 7,C DE PELAYO 34,VAL_LOC_000035,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
37,InPost,Convenience Stores,Privada,Premises,Valencia,46007.0,Uno Electro,"C. de Honorato Juan, 2",39.46435932220713,-0.3861947452685974,InPost,Convenience stores,Private,Premises,Valencia,Uno Electro,"C. de Honorato Juan, 2",46007.0,,,,7,Convenience Store,INPOST,UNO ELECTRO,C DE HONORATO JUAN 2,VAL_LOC_000036,3,3,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",10.08,1,High,Amazon | Ctt Express | InPost,False
38,InPost,Convenience Stores,Privada,Premises,Valencia,46007.0,Passatems I Oci,"C/ de Jesús, 94",39.4620465826638,-0.387355635440246,InPost,Convenience stores,Private,Premises,Valencia,Passatems I Oci,"C/ de Jesús, 94",46007.0,,,,7,Convenience Store,INPOST,PASSATEMS I OCI,C DE JESUS 94,VAL_LOC_000037,5,5,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",14.31,1,High,Amazon | Celeritas | Ctt Express | InPost | UPS,False
39,InPost,Convenience Stores,Privada,Premises,Valencia,46025.0,Mercamundo,Av. del Dr. Peset Aleixandre,39.49048168284261,-0.3817729828731399,InPost,Convenience stores,Private,Premises,Valencia,Mercamundo,Av. del Dr. Peset Aleixandre,46025.0,,,,7,Convenience Store,INPOST,MERCAMUNDO,AV DEL DR PESET ALEIXANDRE,VAL_LOC_000038,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
40,InPost,Convenience Stores,Privada,Premises,Valencia,46003.0,Libreria Papeleria Regolf,"C. del Mar, 47",39.47357531882066,-0.3710040552328909,InPost,Convenience stores,Private,Premises,Valencia,Libreria Papeleria Regolf,"C. del Mar, 47",46003.0,,,,7,Convenience Store,INPOST,LIBRERIA PAPELERIA REGOLF,C DEL MAR 47,VAL_LOC_000039,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
41,InPost,Convenience Stores,Privada,Premises,Valencia,46025.0,Reparacion De Calzado Soriano,"C/ Loriguilla, 3",39.49023373164648,-0.3864115537499547,InPost,Convenience stores,Private,Premises,Valencia,Reparacion De Calzado Soriano,"C/ Loriguilla, 3",46025.0,,,,7,Convenience Store,INPOST,REPARACION DE CALZADO SORIANO,C LORIGUILLA 3,VAL_LOC_000040,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
42,InPost,Convenience Stores,Privada,Premises,Valencia,46009.0,Papeleria Mussol,"C. de Platero Suárez, 16",39.48580546265062,-0.3729528431558834,InPost,Convenience stores,Private,Premises,Valencia,Papeleria Mussol,"C. de Platero Suárez, 16",46009.0,,,,7,Convenience Store,INPOST,PAPELERIA MUSSOL,C DE PLATERO SUAREZ 16,VAL_LOC_000041,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
43,InPost,Convenience Stores,Privada,Premises,Valencia,46007.0,El Saloncito De Anna,"C/ Estrella, 15",39.46578806473263,-0.3806588887195551,InPost,Convenience stores,Private,Premises,Valencia,El Saloncito De Anna,"C/ Estrella, 15",46007.0,,,,7,Convenience Store,INPOST,EL SALONCITO DE ANNA,C ESTRELLA 15,VAL_LOC_000042,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
44,InPost,Convenience Stores,Privada,Premises,Valencia,46010.0,Loterias Vimas,"C. Alboraya, 48",39.48495863469806,-0.3691181597630499,InPost,Convenience stores,Private,Premises,Valencia,Loterias Vimas,"C. Alboraya, 48",46010.0,,,,7,Convenience Store,INPOST,LOTERIAS VIMAS,C ALBORAYA 48,VAL_LOC_000043,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
45,InPost,Convenience Stores,Privada,Premises,Valencia,46015.0,Tentaciones,"Av. Tamarindos, 33",39.47884661566245,-0.4024293543673231,InPost,Convenience stores,Private,Premises,Valencia,Tentaciones,"Av. Tamarindos, 33",46015.0,,,,7,Convenience Store,INPOST,TENTACIONES,AV TAMARINDOS 33,VAL_LOC_000044,3,3,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",11.38,1,High,Dhl | InPost | UPS,False
46,InPost,Convenience Stores,Privada,Premises,Valencia,46018.0,Eco Estore Patraix,"Calle Maestro Bellver, 24",39.46555591042761,-0.3918721724721811,InPost,Convenience stores,Private,Premises,Valencia,Eco Estore Patraix,"Calle Maestro Bellver, 24",46018.0,,,,7,Convenience Store,INPOST,ECO ESTORE PATRAIX,CALLE MAESTRO BELLVER 24,VAL_LOC_000045,4,4,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",16.33,2,Medium,Celeritas | Ctt Express | InPost | Nacex,False
47,InPost,Convenience Stores,Privada,Premises,Valencia,46018.0,Jd Market,"Carrer de Burgos, 3",39.46951615581797,-0.3996254556775893,InPost,Convenience stores,Private,Premises,Valencia,Jd Market,"Carrer de Burgos, 3",46018.0,,,,7,Convenience Store,INPOST,JD MARKET,CARRER DE BURGOS 3,VAL_LOC_000046,3,3,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",3.48,1,High,Celeritas | Ctt Express | InPost,False
48,InPost,Convenience Stores,Privada,Premises,Valencia,46003.0,Ferreteria Galan,"C/ de la Nave, 20",39.47212357470673,-0.3714693442645322,InPost,Convenience stores,Private,Premises,Valencia,Ferreteria Galan,"C/ de la Nave, 20",46003.0,,,,7,Convenience Store,INPOST,FERRETERIA GALAN,C DE LA NAVE 20,VAL_LOC_000047,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
49,InPost,Convenience Stores,Privada,Premises,Valencia,46010.0,Power Navi Informatica,"C. Pintor Vilar, 14",39.48226440745045,-0.3702932937583059,InPost,Convenience stores,Private,Premises,Valencia,Power Navi Informatica,"C. Pintor Vilar, 14",46010.0,,,,7,Convenience Store,INPOST,POWER NAVI INFORMATICA,C PINTOR VILAR 14,VAL_LOC_000048,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
50,InPost,Convenience Stores,Privada,Premises,Valencia,46009.0,Papeleria Mapamundi,"Av. de la Constitución, 136",39.49012512090312,-0.375301129334487,InPost,Convenience stores,Private,Premises,Valencia,Papeleria Mapamundi,"Av. de la Constitución, 136",46009.0,,,,7,Convenience Store,INPOST,PAPELERIA MAPAMUNDI,AV DE LA CONSTITUCION 136,VAL_LOC_000049,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",2.91,1,High,Dhl | InPost,False
51,InPost,Convenience Stores,Privada,Premises,Valencia,46007.0,Cbox Valencia,"Av. de Giorgeta, 30",39.459046547032166,-0.3844345345356533,InPost,Convenience stores,Private,Premises,Valencia,Cbox Valencia,"Av. de Giorgeta, 30",46007.0,,,,7,Convenience Store,INPOST,CBOX VALENCIA,AV DE GIORGETA 30,VAL_LOC_000050,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
52,InPost,Convenience Stores,Privada,Kiosk,Valencia,46009.0,Kiosco Acme,"C/ del Padre Urbano, 37",39.48935970989911,-0.3722556236795907,InPost,Convenience stores,Private,Kiosk,Valencia,Kiosco Acme,"C/ del Padre Urbano, 37",46009.0,,,,7,Convenience Store,INPOST,KIOSCO ACME,C DEL PADRE URBANO 37,VAL_LOC_000051,5,5,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",27.73,2,Medium,Celeritas | Ctt Express | Gls | InPost | Nacex,False
53,InPost,Convenience Stores,Privada,Premises,Valencia,46010.0,Le Parisien Nailsbeauty Bar,"Pl. de la Legión Española, 12",39.47864157920949,-0.3665946555081119,InPost,Convenience stores,Private,Premises,Valencia,Le Parisien Nailsbeauty Bar,"Pl. de la Legión Española, 12",46010.0,,,,7,Convenience Store,INPOST,LE PARISIEN NAILSBEAUTY BAR,PL DE LA LEGION ESPANOLA 12,VAL_LOC_000052,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
54,InPost,Convenience Stores,Privada,Premises,Valencia,46007.0,Fruteria Internacional,"Av. de Gaspar Aguilar, 13",39.45888094926895,-0.3888369565695674,InPost,Convenience stores,Private,Premises,Valencia,Fruteria Internacional,"Av. de Gaspar Aguilar, 13",46007.0,,,,7,Convenience Store,INPOST,FRUTERIA INTERNACIONAL,AV DE GASPAR AGUILAR 13,VAL_LOC_000053,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
