Location_Cluster_ID;Merged_Record_Count;Main_Type;id_final;Location;Address;Latitude;Longitude;Capacity_Sum;Zip_Code;ID;Company;Type;Infrastructure;Type Infrastructure;City;Company_raw;Type_raw;Infrastructure_raw;Type Infrastructure_raw;City_raw;Location_raw;Address_raw;Zip Code_raw;Import_Source;Import_Classification;Data_Quality_Flag;Record_Service_Type_Code;Record_Service_Type_Name;Type_Group_Code;Cluster_Record_Count;Cluster_Company_Count;Has_Locker;Has_PUDO;Has_Click_Collect;Has_Distribution_Center;Has_Last_Mile_Station;Has_Warehouse;Has_Convenience_Store;Has_Unknown;Cluster_Service_Type_Code;Cluster_Service_Type_Name;Cluster_Sharing_Type_Code;Cluster_Sharing_Type_Name;Cluster_Diameter_m;Cluster_Spatial_Confidence_Code;Cluster_Spatial_Confidence_Name;Cluster_Companies;Cluster_Review_Required
BAR_LOC_000003;2;PUDO;3;Lockers 24/7 Saba Illa Raval Bar;C. de San Rafael, 15;413.791.209.927.713;21.701.597.962.911.100;120;8001;3 + 531;InPost + Amazon;Locker;Privada;Parking;Barcelona;InPost + Amazon;Lockers;Private;Parking;Barcelona;Lockers 24/7 Saba Illa Raval Bar + Amazon Lockers - Busca;C. de San Rafael, 15 + C. de San Rafael, 15;8001 + 8001;;;;1 + 1;Locker + Locker;1;2;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1;Locker only;3;Multiple companies, single service;7.7;1;High;Amazon | InPost + Amazon | InPost;FALSE
BAR_LOC_000005;3;PUDO;5;Copywork;C. de Joaquín Costa, 2;4.138.117.148.934.720;2.167.522.958.312.520;360;8001;5 + 528 + 529;InPost + Amazon + Amazon;Convenience Stores;Privada;Premises;Barcelona;InPost + Amazon + Amazon;Convenience stores;Private;Premises;Barcelona;Copywork + Amazon Counter - Tech Plus + Amazon Counter - Copywork;C. de Joaquín Costa, 2 + C. de Joaquín Costa, 2 + C. de Joaquín Costa, 2;8001 + 8001 + 8001;;;;7 + 7 + 7;Convenience Store + Convenience Store + Convenience Store;1;3;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;2.83;1;High;Amazon | InPost + Amazon | InPost + Amazon | InPost;FALSE
BAR_LOC_000007;2;PUDO;7;Kiosco De Prensa;Rda. de Sant Antoni, 100;4.138.516.714.845.170;216.414.443.872.765;240;8001;7 + 1311;InPost + Dhl;Convenience Stores;Privada;Kiosk + Premises;Barcelona;InPost + DHL;Convenience stores;Private;Kiosk + Premises;Barcelona;Kiosco De Prensa + Estanco 080139;Rda. de Sant Antoni, 100 + Rda. de Sant Antoni, 100;8001 + 8001;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;9.51;1;High;Dhl | InPost + Dhl | InPost;FALSE
BAR_LOC_000010;2;PUDO;10;Fiber Sonic;Carrer del Tigre, 33;413.823.675.974.989;2.163.888.677.262.550;240;8001;10 + 953;InPost + SEUR;Convenience Stores;Privada;Premises;Barcelona;InPost + SEUR;Convenience stores;Private;Premises;Barcelona;Fiber Sonic + Mobile House;Carrer del Tigre, 33 + Carrer del Tigre, 33;8001 + 8001;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;5.48;1;High;InPost | SEUR + InPost | SEUR;FALSE
BAR_LOC_000014;2;PUDO;14;Estanc Bcn 159;Placeta de Montcada, 6;413.844.962.299.057;2.181.983.845.267.740;240;8003;14 + 1884;InPost + Mail Boxes Etc;Convenience Stores + Lsp Pudos;Privada;Premises;Barcelona;InPost + Mail Boxes ETC;Convenience stores + LSP PUDOs;Private;Premises;Barcelona;Estanc Bcn 159 + MBE 0258;Placeta de Montcada, 6 + C/ de los Sombrereros, 25;8003 + 8003;;;;7 + 2;Convenience Store + PUDO;1;2;2;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;7;Multiple services;4;Multiple companies, multiple services;12.18;1;High;InPost | Mail Boxes Etc + InPost | Mail Boxes Etc;FALSE
BAR_LOC_000019;2;PUDO;19;Mega Mobile;Carrer de Sant Pere Més Baix, 92;413.889.628.780.528;2.179.376.677.354.610;240;8003;19 + 1548;InPost + Ctt Express;Convenience Stores;Privada;Premises;Barcelona;InPost + CTT Express;Convenience stores;Private;Premises;Barcelona;Mega Mobile + Mega Mobile;Carrer de Sant Pere Més Baix, 92 + Carrer de Sant Pere Més Baix, 92;8003 + 8003;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;23.22;2;Medium;Ctt Express | InPost + Ctt Express | InPost;FALSE
BAR_LOC_000020;2;PUDO;20;La Casa De Les Sabatilles;Carrer de Sant Pere Més Alt, 76;41.389.658.003.498.400;21.784.459.328.741.200;240;8003;20 + 21;InPost + InPost;Convenience Stores;Privada;Premises;Barcelona;InPost + InPost;Convenience stores;Private;Premises;Barcelona;La Casa De Les Sabatilles + Mamy Blu;Carrer de Sant Pere Més Alt, 76 + Carrer de Méndez Núñez, 4;8003 + 8003;;;;7 + 7;Convenience Store + Convenience Store;1;2;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;2;Same company, multiple records;8.07;1;High;InPost + InPost;FALSE
BAR_LOC_000022;2;PUDO;23;Envios Radas 25 Sl;Carrer de Radas, 9;413.744.797.019.124;216.132.965.990.686;240;8004;23 + 564;InPost + Amazon;Convenience Stores;Privada;Premises;Barcelona;InPost + Amazon;Convenience stores;Private;Premises;Barcelona;Envios Radas 25 Sl + Amazon Counter - Central De Envios;Carrer de Radas, 9 + Carrer de Radas, 9;8004 + 8004;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;4.47;1;High;Amazon | InPost + Amazon | InPost;FALSE
BAR_LOC_000023;2;PUDO;24;Mi Casa Plantas;Carrer de la Concòrdia, 36;41.373.304.884.395.100;215.982.026.670.597;240;8004;24 + 562;InPost + Amazon;Convenience Stores;Privada;Premises;Barcelona;InPost + Amazon;Convenience stores;Private;Premises;Barcelona;Mi Casa Plantas + Amazon Counter - Mi Casa Plantas;Carrer de la Concòrdia, 36 + Carrer de la Concòrdia, 36;8004 + 8004;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;2.0;1;High;Amazon | InPost + Amazon | InPost;FALSE
BAR_LOC_000029;2;PUDO;30;La Matalasseria;Carrer del Roser, 6;4.137.442.491.670.760;216.715.638.614.221;240;8004;30 + 1319;InPost + Dhl;Convenience Stores;Privada;Premises;Barcelona;InPost + DHL;Convenience stores;Private;Premises;Barcelona;La Matalasseria + Akram Cyclist;Carrer del Roser, 6 + Carrer del Roser, 21;8004 + 8004;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;11.34;1;High;Dhl | InPost + Dhl | InPost;FALSE
BAR_LOC_000030;2;PUDO;31;Lockers Envios Roser;Carrer del Roser, 12;41.374.190.898.665.700;21.669.096.047.170.200;180;8004;31 + 983;InPost + SEUR;Locker + Convenience Stores;Privada;Premises;Barcelona;InPost + SEUR;Lockers + Convenience stores;Private;Premises;Barcelona;Lockers Envios Roser + Envã­os Roser;Carrer del Roser, 12 + Carrer del Roser, 12;8004 + 8004;;;;1 + 7;Locker + Convenience Store;1;2;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;7;Multiple services;4;Multiple companies, multiple services;5.54;1;High;InPost | SEUR + InPost | SEUR;FALSE
BAR_LOC_000031;2;PUDO;32;Haaf Medios Digitales;Carrer de Piquer, 37;413.733.718.724.842;216.892.818.442.688;240;8004;32 + 978;InPost + SEUR;Convenience Stores;Privada;Premises;Barcelona;InPost + SEUR;Convenience stores;Private;Premises;Barcelona;Haaf Medios Digitales + Haaf Medios Digitales;Carrer de Piquer, 37 + Carrer de Piquer, 37;8004 + 8004;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;3.64;1;High;InPost | SEUR + InPost | SEUR;FALSE
BAR_LOC_000041;2;PUDO;42;Papeleria Copi Rapit;Carrer del Joncar, 47;414.023.303.398.471;2.205.295.885.401.450;240;8005;42 + 984;InPost + SEUR;Convenience Stores;Privada;Premises;Barcelona;InPost + SEUR;Convenience stores;Private;Premises;Barcelona;Papeleria Copi Rapit + Copirapit Melanju;Carrer del Joncar, 47 + Carrer del Joncar, 47;8005 + 8005;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;21.93;2;Medium;InPost | SEUR + InPost | SEUR;FALSE
BAR_LOC_000047;2;PUDO;48;Hebell;Cam. Antiguo de Valencia, 89;4.140.702.818.343.510;22.039.201.603.629;240;8005;48 + 989;InPost + SEUR;Convenience Stores;Privada;Premises;Barcelona;InPost + SEUR;Convenience stores;Private;Premises;Barcelona;Hebell + Hebell;Cam. Antiguo de Valencia, 89 + Cam. Antiguo de Valencia, 89;8005 + 8018;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;5.86;1;High;InPost | SEUR + InPost | SEUR;FALSE
BAR_LOC_000048;2;PUDO;49;Lockers 24/7 Bsm Litoral Port;Av. del Litoral, 34;413.884.847.458.774;2.197.882.550.164.180;120;8005;49 + 991;InPost + SEUR;Locker;Pública;Parking;Barcelona;InPost + SEUR;Lockers;Public;Parking;Barcelona;Lockers 24/7 Bsm Litoral Port + Seur Lockers Bsm Litoral P;Av. del Litoral, 34 + Av. del Litoral, 34;8005 + 8005;;;;1 + 1;Locker + Locker;1;2;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1;Locker only;3;Multiple companies, single service;10.61;1;High;InPost | SEUR + InPost | SEUR;FALSE
BAR_LOC_000052;3;PUDO;53;Estanco 355 Barcelona;Carrer de Marià Cubí, 57;41.398.176.590.911.100;214.949.401.000.518;360;8006;53 + 1951 + 2006;InPost + Nacex + UPS;Convenience Stores;Privada;Premises;Barcelona;InPost + Nacex + UPS;Convenience stores;Private;Premises;Barcelona;Estanco 355 Barcelona + Estanc Barcelona Nâº 355 + Estanco 355 Bcn;Carrer de Marià Cubí, 57 + Carrer de Marià Cubí, 57 + Carrer de Marià Cubí, 57;8006 + 8006 + 8006;;;;7 + 7 + 7;Convenience Store + Convenience Store + Convenience Store;1;3;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;10.89;1;High;InPost | Nacex | UPS + InPost | Nacex | UPS + InPost | Nacex | UPS;FALSE
BAR_LOC_000055;3;PUDO;56;Lockers 24/7 Saba Gala Placidia;Plaça de Gal·la Placídia, 2;4.139.906.346.140.010;215.362.611.537.288;240;8006;56 + 997 + 2202;InPost + SEUR + Pudo;Locker + Click&Collect;Privada;Parking;Barcelona;InPost + SEUR + PUDO;Lockers + Click&Collect;Private;Parking;Barcelona;Lockers 24/7 Saba Gala Placidia + Seur Lockers Saba Placidia + Saba Gal-La PlacidãA;Plaça de Gal·la Placídia, 2 + Plaça de Gal·la Placídia, 2 + Plaça de Gal·la Placídia, 2;8006 + 8006 + 8006;;;;1 + 1 + 3;Locker + Locker + Click & Collect;1;3;3;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;7;Multiple services;4;Multiple companies, multiple services;8.89;1;High;InPost | Pudo | SEUR + InPost | Pudo | SEUR + InPost | Pudo | SEUR;FALSE
BAR_LOC_000060;2;PUDO;61;Lockers 24/7 Bamsa Jardinets De;Jardins de Salvador Espriu, Pg. de Gràcia, s/n;413.974.072.156.164;2.159.014.710.349.620;180;8007;61 + 2201;InPost + Pudo;Locker + Click&Collect;Privada;Parking;Barcelona;InPost + PUDO;Lockers + Click&Collect;Private;Parking;Barcelona;Lockers 24/7 Bamsa Jardinets De + Saba Gracia I - Jardinets;Jardins de Salvador Espriu, Pg. de Gràcia, s/n + Jardins de Salvador Espriu, Pg. de Gràcia, s/n;8007 + 8008;;;;1 + 3;Locker + Click & Collect;1;2;2;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;7;Multiple services;4;Multiple companies, multiple services;5.38;1;High;InPost | Pudo + InPost | Pudo;FALSE
BAR_LOC_000061;3;PUDO;62;Lockers 24/7 Saba Diputacio Barc;Carrer de la Diputació, s/n;4.139.274.069.189.440;2.170.009.735.337.350;240;8007;62 + 598 + 2197;InPost + Amazon + Pudo;Locker + Click&Collect;Privada;Parking;Barcelona;InPost + Amazon + PUDO;Lockers + Click&Collect;Private;Parking;Barcelona;Lockers 24/7 Saba Diputacio Barc + Amazon Lockers - Deverra + Parking Saba Diputacio;Carrer de la Diputació, s/n + Carrer de la Diputació, s/n + Carrer de la Diputació, s/n;8007 + 8007 + 8007;;;;1 + 1 + 3;Locker + Locker + Click & Collect;1;3;3;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;7;Multiple services;4;Multiple companies, multiple services;29.55;2;Medium;Amazon | InPost | Pudo + Amazon | InPost | Pudo + Amazon | InPost | Pudo;FALSE
BAR_LOC_000062;4;PUDO;63;Lockers 24/7 Saba Pau Claris;C. de Pau Claris, 174;41.395.784.893.564.700;21.636.079.347.902.200;300;8007;63 + 847 + 1254 + 2200;InPost + Amazon + SEUR + Pudo;Locker + Click&Collect;Privada;Parking + Premises;Barcelona;InPost + Amazon + SEUR + PUDO;Lockers + Click&Collect;Private;Parking + Premises;Barcelona;Lockers 24/7 Saba Pau Claris + Amazon Lockers - Hathor + Seur Lockers Pkn Saba Pau + Parking Saba Pau Claris;C. de Pau Claris, 174 + C. de Pau Claris, 174 + C. de Pau Claris, 174 + Carrer de Pau Claris, 174;8007 + 8037 + 8037 + 8037;;;;1 + 1 + 1 + 3;Locker + Locker + Locker + Click & Collect;1;4;4;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;7;Multiple services;4;Multiple companies, multiple services;21.5;2;Medium;Amazon | InPost | Pudo | SEUR + Amazon | InPost | Pudo | SEUR + Amazon | InPost | Pudo | SEUR + Amazon | InPost | Pudo | SEUR;FALSE
BAR_LOC_000065;3;PUDO;66;Logo Phones;C. de Pau Claris, 107;413.917.304.073.992;2.168.201.242.671;360;8009;66 + 605 + 1573;InPost + Amazon + Ctt Express;Convenience Stores;Privada;Premises;Barcelona;InPost + Amazon + CTT Express;Convenience stores;Private;Premises;Barcelona;Logo Phones + Amazon Counter - Logo Phones + Logo Phones.;C. de Pau Claris, 107 + C. de Pau Claris, 107 + C. de Pau Claris, 107;8009 + 8009 + 8009;;;;7 + 7 + 7;Convenience Store + Convenience Store + Convenience Store;1;3;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;4.47;1;High;Amazon | Ctt Express | InPost + Amazon | Ctt Express | InPost + Amazon | Ctt Express | InPost;FALSE
BAR_LOC_000068;2;PUDO;69;Prink Sant Joan;Passeig De Sant Joan 51;413.969.218.145.798;2.172.617.158.955.590;180;8009;69 + 604;InPost + Amazon;Convenience Stores + Locker;Privada;Premises + Kiosk;Barcelona;InPost + Amazon;Convenience stores + Lockers;Private;Premises + Kiosk;Barcelona;Prink Sant Joan + Amazon Lockers - Idarraga;Passeig De Sant Joan 51 + Pg. de St. Joan, 53;8009 + 8009;;;;7 + 1;Convenience Store + Locker;1;2;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;7;Multiple services;4;Multiple companies, multiple services;12.47;1;High;Amazon | InPost + Amazon | InPost;FALSE
BAR_LOC_000072;4;PUDO;73;Lockers 24/7 Saba Urquinaona;Pl. d'Urquinaona;41.389.442.288.996.800;21.728.543.607.447.600;300;8010;73 + 610 + 1013 + 2013;InPost + Amazon + SEUR + UPS;Locker + Convenience Stores;Privada;Parking;Barcelona;InPost + Amazon + SEUR + UPS;Lockers + Convenience stores;Private;Parking;Barcelona;Lockers 24/7 Saba Urquinaona + Amazon Lockers - Crecente + Seur Lockers Pkn Saba Urqu + P Taquilla Pk Saba Urquinaona;Pl. d'Urquinaona + Pl. d'Urquinaona + Pl. d'Urquinaona s/n + Pl. d'Urquinaona;8010 + 8010 + 8010 + 8010;;;;1 + 1 + 1 + 7;Locker + Locker + Locker + Convenience Store;1;4;4;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;7;Multiple services;4;Multiple companies, multiple services;7.16;1;High;Amazon | InPost | SEUR | UPS + Amazon | InPost | SEUR | UPS + Amazon | InPost | SEUR | UPS + Amazon | InPost | SEUR | UPS;FALSE
BAR_LOC_000075;2;PUDO;76;Foxlive;Carrer De Sepulveda 175;41.383.630.409.828;2.162.504.297.651.500;240;8011;76 + 1017;InPost + SEUR;Convenience Stores;Privada;Premises;Barcelona;InPost + SEUR;Convenience stores;Private;Premises;Barcelona;Foxlive + Estanco Sepulveda;Carrer De Sepulveda 175 + Carrer de Sepúlveda, 173;8011 + 8011;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;8.18;1;High;InPost | SEUR + InPost | SEUR;FALSE
BAR_LOC_000077;3;PUDO;78;Optica Marcos;Carrer De Tamarit 156;4.137.962.339.340.940;21.624.600.548.070.900;300;8011;78 + 1021 + 2184;InPost + SEUR + Pudo;Convenience Stores + Locker + Click&Collect;Privada;Premises + Parking;Barcelona;InPost + SEUR + PUDO;Convenience stores + Lockers + Click&Collect;Private;Premises + Parking;Barcelona;Optica Marcos + Seur Lockers Pkn Saba Urge + Parking Saba Urgell;Carrer De Tamarit 156 + Carrer del Comte d'Urgell, 12 + Carrer del Comte d'Urgell, 12;8011 + 8011 + 8011;;;;7 + 1 + 3;Convenience Store + Locker + Click & Collect;1;3;3;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;7;Multiple services;4;Multiple companies, multiple services;20.68;2;Medium;InPost | Pudo | SEUR + InPost | Pudo | SEUR + InPost | Pudo | SEUR;FALSE
BAR_LOC_000084;2;PUDO;85;Valira Gracia;Carrer d'Astúries, 8;41.402.845.939.347;21.531.212.288.647;240;8012;85 + 2018;InPost + UPS;Convenience Stores;Privada;Premises;Barcelona;InPost + UPS;Convenience stores;Private;Premises;Barcelona;Valira Gracia + Valira Barcelona;Carrer d'Astúries, 8 + Carrer d'Astúries, 8;8012 + 8012;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;4.47;1;High;InPost | UPS + InPost | UPS;FALSE
BAR_LOC_000089;3;PUDO;90;4g Mobils;Travessera de Gràcia, 203;41.402.978.975.787.300;215.994.551.439.231;360;8012;90 + 1028 + 1587;InPost + SEUR + Ctt Express;Convenience Stores;Privada;Premises;Barcelona;InPost + SEUR + CTT Express;Convenience stores;Private;Premises;Barcelona;4g Mobils + 4g Mobils + 4g Mobiles;Travessera de Gràcia, 203 + Travessera de Gràcia, 203 + Travessera de Gràcia, 203;8012 + 8012 + 8012;;;;7 + 7 + 7;Convenience Store + Convenience Store + Convenience Store;1;3;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;23.72;2;Medium;Ctt Express | InPost | SEUR + Ctt Express | InPost | SEUR + Ctt Express | InPost | SEUR;FALSE
BAR_LOC_000094;2;PUDO;95;Super Fresh Supermercat;Carrer de la Marina, 240;414.029.778.775.362;21.772.673.210.734.800;240;8013;95 + 1438;InPost + Celeritas;Convenience Stores;Privada;Supermarket + Premises;Barcelona;InPost + Celeritas;Convenience stores;Private;Supermarket + Premises;Barcelona;Super Fresh Supermercat + Super Fresh;Carrer de la Marina, 240 + Carrer de la Marina, 240;8013 + 8013;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;26.93;2;Medium;Celeritas | InPost + Celeritas | InPost;FALSE
BAR_LOC_000095;2;PUDO;96;Marina Mobile;Carrer de la Marina, 185;4.139.991.797.221.220;217.989.902.015.549;240;8013;96 + 2024;InPost + UPS;Convenience Stores;Privada;Premises;Barcelona;InPost + UPS;Convenience stores;Private;Premises;Barcelona;Marina Mobile + Marina Mobils Informatica;Carrer de la Marina, 185 + Carrer de la Marina, 185;8013 + 8013;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;7.21;1;High;InPost | UPS + InPost | UPS;FALSE
BAR_LOC_000101;2;PUDO;102;Namaste Electronica Y Informati;C. de Riego, 8;4.137.595.710.753.960;2.138.417.977.807.470;240;8014;102 + 1041;InPost + SEUR;Convenience Stores;Privada;Premises;Barcelona;InPost + SEUR;Convenience stores;Private;Premises;Barcelona;Namaste Electronica Y Informati + Namaste Electronica;C. de Riego, 8 + C. de Riego, 8;8014 + 8014;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;5.97;1;High;InPost | SEUR + InPost | SEUR;FALSE
BAR_LOC_000107;2;PUDO;109;Capita Enciam;Carrer de Galileu, 139;41.380.051.875.707.000;213.406.763.679.103;240;8014;109 + 1188;InPost + SEUR;Convenience Stores;Privada;Premises;Barcelona;InPost + SEUR;Convenience stores;Private;Premises;Barcelona;Capita Enciam + Capita Enciam;Carrer de Galileu, 139 + Carrer de Galileu, 139;8014 + 8028;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;6.52;1;High;InPost | SEUR + InPost | SEUR;FALSE
BAR_LOC_000112;2;PUDO;114;Llibreria 2002;Carrer de Llança, 60;413.807.278.542.875;214.534.083.264.383;240;8014;114 + 1065;InPost + SEUR;Convenience Stores;Privada;Premises;Barcelona;InPost + SEUR;Convenience stores;Private;Premises;Barcelona;Llibreria 2002 + Llibreria 2002;Carrer de Llança, 60 + Carrer de Llança, 60;8014 + 8015;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;12.37;1;High;InPost | SEUR + InPost | SEUR;FALSE
BAR_LOC_000114;2;PUDO;116;Estanc Placa Del Centre;Plaça del Centre, 5;41.382.412.392.914.500;213.555.483.568.688;240;8014;116 + 139;InPost + InPost;Convenience Stores;Privada;Premises;Barcelona;InPost + InPost;Convenience stores;Private;Premises;Barcelona;Estanc Placa Del Centre + Estanco Placa Del Centre;Plaça del Centre, 5 + Plaça del Centre, 5;8014 + 8015;;;;7 + 7;Convenience Store + Convenience Store;1;2;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;2;Same company, multiple records;13.63;1;High;InPost + InPost;FALSE
BAR_LOC_000116;2;PUDO;118;Berlin Movil;Carrer de València, 37;4.138.194.662.041.890;214.851.717.999.065;240;8014;118 + 653;InPost + Amazon;Convenience Stores;Privada;Premises;Barcelona;InPost + Amazon;Convenience stores;Private;Premises;Barcelona;Berlin Movil + Amazon Counter - Berlin Mobils;Carrer de València, 37 + Carrer de València, 37;8014 + 8015;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;12.82;1;High;Amazon | InPost + Amazon | InPost;FALSE
BAR_LOC_000127;4;PUDO;129;Borrel Multiservices;Carrer del Comte Borrell, 108;4.138.117.234.324.590;215.816.038.061.284;480;8015;129 + 1053 + 1606 + 2037;InPost + SEUR + Ctt Express + UPS;Convenience Stores;Privada;Premises;Barcelona;InPost + SEUR + CTT Express + UPS;Convenience stores;Private;Premises;Barcelona;Borrel Multiservices + Locutori Borrell Multiser + Locutori Borrell Multiserveis. + Locutori Borrell Multiserveis;Carrer del Comte Borrell, 108 + Carrer del Comte Borrell, 108 + Carrer del Comte Borrell, 108 + Carrer del Comte Borrell, 108;8015 + 8015 + 8015 + 8015;;;;7 + 7 + 7 + 7;Convenience Store + Convenience Store + Convenience Store + Convenience Store;1;4;4;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;18.45;2;Medium;Ctt Express | InPost | SEUR | UPS + Ctt Express | InPost | SEUR | UPS + Ctt Express | InPost | SEUR | UPS + Ctt Express | InPost | SEUR | UPS;FALSE
BAR_LOC_000133;2;PUDO;135;Estanc 381;Av. de Josep Tarradellas, 92;413.888.236.035.623;21.435.121.632.914.400;240;8015;135 + 1923;InPost + Nacex;Convenience Stores;Privada;Premises;Barcelona;InPost + Nacex;Convenience stores;Private;Premises;Barcelona;Estanc 381 + Estanc Barcelona Nâº 381;Av. de Josep Tarradellas, 92 + Av. de Josep Tarradellas, 92;8015 + 8029;;;;7 + 7;Convenience Store + Convenience Store;1;2;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;3.23;1;High;InPost | Nacex + InPost | Nacex;FALSE
BAR_LOC_000137;3;PUDO;140;Estanc Expendeduria 33;Carrer d'Amadeu Torner, 70;413.630.448.803.869;21.224.415.646.972.700;360;8015;140 + 425 + 1411;InPost + InPost + Dhl;Convenience Stores;Privada;Premises;Barcelona;InPost + InPost + DHL;Convenience stores;Private;Premises;Barcelona;Estanc Expendeduria 33 + Estanc Expendeduria 33 + Estanco 33;Carrer d'Amadeu Torner, 70 + Carrer d'Amadeu Torner, 70 + Carrer d'Amadeu Torner, 70;8015 + 8902 + 8902;;;;7 + 7 + 7;Convenience Store + Convenience Store + Convenience Store;1;3;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;Convenience Store only;3;Multiple companies, single service;12.53;1;High;Dhl | InPost + Dhl | InPost + Dhl | InPost;FALSE
