ID,Company,Type,Infrastructure,Type Infrastructure,City,Zip Code,Location,Address,Latitude,Longitude,Company_raw,Type_raw,Infrastructure_raw,Type Infrastructure_raw,City_raw,Location_raw,Address_raw,Zip Code_raw,Import_Source,Import_Classification,Data_Quality_Flag
79,InPost,Convenience Stores,Privada,Premises,Barcelona,8011,Tintoreria Rius,"Carrer de Floridablanca, 136",41.3810255951789,2.16189793360744,InPost,Convenience stores,Private,Premises,Barcelona,Tintoreria Rius,"Carrer de Floridablanca, 136",8011,,,
80,InPost,Locker,Pública,Parking,Barcelona,8011,Lockers 24/7 Bsm Mercat Sant Ant,"Carrer de Tamarit, 177",41.3795762581012,2.16160962803001,InPost,Lockers,Public,Parking,Barcelona,Lockers 24/7 Bsm Mercat Sant Ant,"Carrer de Tamarit, 177",8011,,,
81,InPost,Convenience Stores,Privada,Premises,Barcelona,8011,Obelisco Trofeos,"Calle del Consejo de Ciento, 138",41.3819503933762,2.15358209266233,InPost,Convenience stores,Private,Premises,Barcelona,Obelisco Trofeos,"Calle del Consejo de Ciento, 138",8011,,,
82,InPost,Convenience Stores,Privada,Premises,Barcelona,8011,Todo Home Patinete,"Carrer de València, 147",41.3879220239486,2.15627959302654,InPost,Convenience stores,Private,Premises,Barcelona,Todo Home Patinete,"Carrer de València, 147",8011,,,
83,InPost,Convenience Stores,Privada,Premises,Barcelona,8012,Greyhounders Visual Click Bcn,"Carrer Gran de Gràcia, 130",41.4016812913506,2.15363752030441,InPost,Convenience stores,Private,Premises,Barcelona,Greyhounders Visual Click Bcn,"Carrer Gran de Gràcia, 130",8012,,,
84,InPost,Convenience Stores,Privada,Premises,Barcelona,8012,Punto Pelota,"Carrer de Berga, 16",41.4007772034548,2.1531995323918,InPost,Convenience stores,Private,Premises,Barcelona,Punto Pelota,"Carrer de Berga, 16",8012,,,
85,InPost,Convenience Stores,Privada,Premises,Barcelona,8012,Valira Gracia,"Carrer d'Astúries, 8",41.4028298439886,2.15313732154884,InPost,Convenience stores,Private,Premises,Barcelona,Valira Gracia,"Carrer d'Astúries, 8",8012,,,
86,InPost,Convenience Stores,Privada,Premises,Barcelona,8012,Globus Amb Gracia,"Plaça del Sol, 22",41.4017178915211,2.1565197973915,InPost,Convenience stores,Private,Premises,Barcelona,Globus Amb Gracia,"Plaça del Sol, 22",8012,,,
87,InPost,Convenience Stores,Privada,Premises,Barcelona,8012,Estanco 20 De Barcelona,"Carrer Gran de Gràcia, 219",41.4049443232859,2.15123043682481,InPost,Convenience stores,Private,Premises,Barcelona,Estanco 20 De Barcelona,"Carrer Gran de Gràcia, 219",8012,,,
88,InPost,Convenience Stores,Privada,Premises,Barcelona,8012,Zelinda Milano Bcn,"Carrer de Milà i Fontanals, 28",41.4011092487867,2.16263023489429,InPost,Convenience stores,Private,Premises,Barcelona,Zelinda Milano Bcn,"Carrer de Milà i Fontanals, 28",8012,,,
89,InPost,Convenience Stores,Privada,Premises,Barcelona,8012,Laika Pet Shop,"C. de Muntaner, 235",41.3947906121347,2.14844993521415,InPost,Convenience stores,Private,Premises,Barcelona,Laika Pet Shop,"C. de Muntaner, 235",8012,,,
90,InPost,Convenience Stores,Privada,Premises,Barcelona,8012,4g Mobils,"Travessera de Gràcia, 203",41.4031104258579,2.15999602934027,InPost,Convenience stores,Private,Premises,Barcelona,4g Mobils,"Travessera de Gràcia, 203",8012,,,
91,InPost,Convenience Stores,Privada,Premises,Barcelona,8012,Tierra De Indias,"Carrer Gran de Gràcia, 42",41.3992381498109,2.15676634887404,InPost,Convenience stores,Private,Premises,Barcelona,Tierra De Indias,"Carrer Gran de Gràcia, 42",8012,,,
92,InPost,Convenience Stores,Privada,Supermarket,Barcelona,8013,Micro Market Outlet,"C/ de Padilla, 206",41.4040933898258,2.17971864855785,InPost,Convenience stores,Private,Supermarket,Barcelona,Micro Market Outlet,"C/ de Padilla, 206",8013,,,
93,InPost,Convenience Stores,Privada,Premises,Barcelona,8013,Phoneplanet Store,"C. de Cartagena, 202",41.4060377549957,2.18160917521346,InPost,Convenience stores,Private,Premises,Barcelona,Phoneplanet Store,"C. de Cartagena, 202",8013,,,
94,InPost,Convenience Stores,Privada,Premises,Barcelona,8013,Cuina I Taula,"C/ de Padilla, 251",41.4055184968875,2.17726163393111,InPost,Convenience stores,Private,Premises,Barcelona,Cuina I Taula,"C/ de Padilla, 251",8013,,,
95,InPost,Convenience Stores,Privada,Supermarket,Barcelona,8013,Super Fresh Supermercat,"Carrer de la Marina, 240",41.4028573664236,2.17725125403509,InPost,Convenience stores,Private,Supermarket,Barcelona,Super Fresh Supermercat,"Carrer de la Marina, 240",8013,,,
96,InPost,Convenience Stores,Privada,Premises,Barcelona,8013,Marina Mobile,"Carrer de la Marina, 185",41.399889805181,2.1798775612729,InPost,Convenience stores,Private,Premises,Barcelona,Marina Mobile,"Carrer de la Marina, 185",8013,,,
97,InPost,Locker,Privada,Premises,Barcelona,8013,Lockers Money Exchange 08013,"Carrer de Lepant, 271",41.404795076696,2.1761981076112,InPost,Lockers,Private,Premises,Barcelona,Lockers Money Exchange 08013,"Carrer de Lepant, 271",8013,,,
98,InPost,Locker,Privada,Premises,Barcelona,8013,Lockers 24/7 Bolton Roger De Flo,"Carrer de Roger de Flor, 200",41.3991988534904,2.17267570600815,InPost,Lockers,Private,Premises,Barcelona,Lockers 24/7 Bolton Roger De Flo,"Carrer de Roger de Flor, 200",8013,,,
99,InPost,Convenience Stores,Privada,Premises,Barcelona,8013,Ferreteria Platinum,"Carrer de la Diputació, 389",41.3975682536561,2.17598110664891,InPost,Convenience stores,Private,Premises,Barcelona,Ferreteria Platinum,"Carrer de la Diputació, 389",8013,,,
100,InPost,Convenience Stores,Privada,Premises,Barcelona,8013,Herbolari Gran Vida,"Gran Via de les Corts Catalanes, 15",41.3998422786839,2.18140670857822,InPost,Convenience stores,Private,Premises,Barcelona,Herbolari Gran Vida,"Gran Via de les Corts Catalanes, 15",8013,,,
101,InPost,Convenience Stores,Privada,Premises,Barcelona,8013,Etalonplus,"Carrer d'Ausiàs Marc, 77",41.3950074010717,2.17955996404036,InPost,Convenience stores,Private,Premises,Barcelona,Etalonplus,"Carrer d'Ausiàs Marc, 77",8013,,,
102,InPost,Convenience Stores,Privada,Premises,Barcelona,8014,Namaste Electronica Y Informati,"C. de Riego, 8",41.3759771066996,2.13844187931846,InPost,Convenience stores,Private,Premises,Barcelona,Namaste Electronica Y Informati,"C. de Riego, 8",8014,,,
103,InPost,Convenience Stores,Privada,Premises,Barcelona,8014,Alimentacio Dunav,Carrer 26 de Gener de 1641,41.3743589124205,2.14147134823729,InPost,Convenience stores,Private,Premises,Barcelona,Alimentacio Dunav,Carrer 26 de Gener de 1641,8014,,,
