ID,Company,Type,Infrastructure,Type Infrastructure,City,Zip Code,Location,Address,Latitude,Longitude,Company_raw,Type_raw,Infrastructure_raw,Type Infrastructure_raw,City_raw,Location_raw,Address_raw,Zip Code_raw,Import_Source,Import_Classification,Data_Quality_Flag,Record_Service_Type_Code,Record_Service_Type_Name,Type_Group_Code,Type_Group_Name,Company_Normalized,Location_Normalized,Address_Normalized,Location_Cluster_ID,Cluster_Record_Count,Cluster_Company_Count,Has_Locker,Has_PUDO,Has_Click_Collect,Has_Distribution_Center,Has_Last_Mile_Station,Has_Warehouse,Has_Convenience_Store,Has_Unknown,Cluster_Service_Type_Code,Cluster_Service_Type_Name,Cluster_Sharing_Type_Code,Cluster_Sharing_Type_Name,Cluster_Diameter_m,Cluster_Spatial_Confidence_Code,Cluster_Spatial_Confidence_Name,Cluster_Companies,Cluster_Review_Required
124,InPost,Convenience Stores,Privada,Premises,Barcelona,8015,Pintures I Drogueria Navarra,"Carrer d'Aragó, 21",41.3793576826227,2.1468649760882,InPost,Convenience stores,Private,Premises,Barcelona,Pintures I Drogueria Navarra,"Carrer d'Aragó, 21",8015,,,,7,Convenience Store,1,PUDO,INPOST,PINTURES I DROGUERIA NAVARRA,CARRER D ARAGO 21,BAR_LOC_000122,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",42.0,3,Review,Celeritas | InPost,True
125,InPost,Convenience Stores,Privada,Premises,Barcelona,8015,Papeleria Officexpress Bcn,"Gran Via de les Corts Catalanes, 464",41.379371898879,2.1550945597061,InPost,Convenience stores,Private,Premises,Barcelona,Papeleria Officexpress Bcn,"Gran Via de les Corts Catalanes, 464",8015,,,,7,Convenience Store,1,PUDO,INPOST,PAPELERIA OFFICEXPRESS BCN,GRAN VIA DE LES CORTS CATALANES 464,BAR_LOC_000123,4,4,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",49.55,3,Review,Celeritas | InPost | SEUR | UPS,True
126,InPost,Locker,Privada,Parking,Barcelona,8015,Lockers 24/7 Saba Valencia Calab,"Carrer de València, 77",41.383238590595,2.1502995637785,InPost,Lockers,Private,Parking,Barcelona,Lockers 24/7 Saba Valencia Calab,"Carrer de València, 77",8015,,,,1,Locker,1,PUDO,INPOST,LOCKERS 24 7 SABA VALENCIA CALAB,CARRER DE VALENCIA 77,BAR_LOC_000124,6,5,True,False,True,False,False,False,True,False,7,Multiple services,4,"Multiple companies, multiple services",38.93,3,Review,Amazon | InPost | Pudo | SEUR | UPS,True
127,InPost,Convenience Stores,Privada,Premises,Barcelona,8015,Goetia Boutique Esoterica Y Ocu,"Av. de Mistral, 42",41.3767105591409,2.15543314919001,InPost,Convenience stores,Private,Premises,Barcelona,Goetia Boutique Esoterica Y Ocu,"Av. de Mistral, 42",8015,,,,7,Convenience Store,1,PUDO,INPOST,GOETIA BOUTIQUE ESOTERICA Y OCU,AV DE MISTRAL 42,BAR_LOC_000125,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
128,InPost,Locker,Privada,Premises,Barcelona,8015,Lockers Lavanderia Primecolada D,"Carrer de la Diputació, 80",41.3804093526039,2.1538252520679,InPost,Lockers,Private,Premises,Barcelona,Lockers Lavanderia Primecolada D,"Carrer de la Diputació, 80",8015,,,,1,Locker,1,PUDO,INPOST,LOCKERS LAVANDERIA PRIMECOLADA D,CARRER DE LA DIPUTACIO 80,BAR_LOC_000126,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,InPost,False
129,InPost,Convenience Stores,Privada,Premises,Barcelona,8015,Borrel Multiservices,"Carrer del Comte Borrell, 108",41.381273648955,2.15818121049348,InPost,Convenience stores,Private,Premises,Barcelona,Borrel Multiservices,"Carrer del Comte Borrell, 108",8015,,,,7,Convenience Store,1,PUDO,INPOST,BORREL MULTISERVICES,CARRER DEL COMTE BORRELL 108,BAR_LOC_000127,4,4,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",18.45,2,Medium,Ctt Express | InPost | SEUR | UPS,False
130,InPost,Convenience Stores,Privada,Premises,Barcelona,8015,Estanc De Mistral,"Av. de Mistral, 28",41.3771091536266,2.15687247616689,InPost,Convenience stores,Private,Premises,Barcelona,Estanc De Mistral,"Av. de Mistral, 28",8015,,,,7,Convenience Store,1,PUDO,INPOST,ESTANC DE MISTRAL,AV DE MISTRAL 28,BAR_LOC_000128,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
131,InPost,Locker,Privada,Parking,Barcelona,8015,Lockers 24/7 Saba Tarradellas Ii,"Av. de Josep Tarradellas, 6",41.3129987382013,2.01595029200722,InPost,Lockers,Private,Parking,Barcelona,Lockers 24/7 Saba Tarradellas Ii,"Av. de Josep Tarradellas, 6",8015,,,,1,Locker,1,PUDO,INPOST,LOCKERS 24 7 SABA TARRADELLAS II,AV DE JOSEP TARRADELLAS 6,BAR_LOC_000129,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,InPost,False
132,InPost,Convenience Stores,Privada,Premises,Barcelona,8015,Lockers La Wash Gran Via 273,"Gran Via de les Corts Catalanes, 273",41.3716174129501,2.14393312308085,InPost,Convenience stores,Private,Premises,Barcelona,Lockers La Wash Gran Via 273,"Gran Via de les Corts Catalanes, 273",8015,,,,7,Convenience Store,1,PUDO,INPOST,LOCKERS LA WASH GRAN VIA 273,GRAN VIA DE LES CORTS CATALANES 273,BAR_LOC_000130,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
133,InPost,Locker,Privada,Service Station,Barcelona,8015,Lockers Galp Barcelona Paralelo,"Av. del Paralelo, 132",41.3757691200694,2.16056602391042,InPost,Lockers,Private,Service Station,Barcelona,Lockers Galp Barcelona Paralelo,"Av. del Paralelo, 132",8015,,,,1,Locker,1,PUDO,INPOST,LOCKERS GALP BARCELONA PARALELO,AV DEL PARALELO 132,BAR_LOC_000131,5,5,True,False,True,False,False,False,True,False,7,Multiple services,4,"Multiple companies, multiple services",38.55,3,Review,Correos | InPost | Pudo | SEUR | UPS,True
134,InPost,Convenience Stores,Privada,Premises,Barcelona,8015,Estanc Urgell,"Carrer del Comte d'Urgell, 91",41.3838504366718,2.15637622542834,InPost,Convenience stores,Private,Premises,Barcelona,Estanc Urgell,"Carrer del Comte d'Urgell, 91",8015,,,,7,Convenience Store,1,PUDO,INPOST,ESTANC URGELL,CARRER DEL COMTE D URGELL 91,BAR_LOC_000132,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
135,InPost,Convenience Stores,Privada,Premises,Barcelona,8015,Estanc 381,"Av. de Josep Tarradellas, 92",41.3888115294912,2.14352289169069,InPost,Convenience stores,Private,Premises,Barcelona,Estanc 381,"Av. de Josep Tarradellas, 92",8015,,,,7,Convenience Store,1,PUDO,INPOST,ESTANC 381,AV DE JOSEP TARRADELLAS 92,BAR_LOC_000133,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",3.23,1,High,InPost | Nacex,False
136,InPost,Convenience Stores,Privada,Premises,Barcelona,8015,Moon Mobils,"Carrer de Numància, 29",41.3823845927543,2.14000613424969,InPost,Convenience stores,Private,Premises,Barcelona,Moon Mobils,"Carrer de Numància, 29",8015,,,,7,Convenience Store,1,PUDO,INPOST,MOON MOBILS,CARRER DE NUMANCIA 29,BAR_LOC_000134,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
137,InPost,Convenience Stores,Privada,Premises,Barcelona,8015,Moto Minut,"Carrer del Comte d'Urgell, 84",41.3833030429783,2.15773840716716,InPost,Convenience stores,Private,Premises,Barcelona,Moto Minut,"Carrer del Comte d'Urgell, 84",8015,,,,7,Convenience Store,1,PUDO,INPOST,MOTO MINUT,CARRER DEL COMTE D URGELL 84,BAR_LOC_000135,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
138,InPost,Convenience Stores,Privada,Premises,Barcelona,8015,Estanc Prat,"C. de Villarroel, 165",41.3881767204837,2.15296692154338,InPost,Convenience stores,Private,Premises,Barcelona,Estanc Prat,"C. de Villarroel, 165",8015,,,,7,Convenience Store,1,PUDO,INPOST,ESTANC PRAT,C DE VILLARROEL 165,BAR_LOC_000136,3,3,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",51.0,3,Review,Gls | InPost | Nacex,True
139,InPost,Convenience Stores,Privada,Premises,Barcelona,8015,Estanco Placa Del Centre,"Plaça del Centre, 5",41.3824687437644,2.13552265080065,InPost,Convenience stores,Private,Premises,Barcelona,Estanco Placa Del Centre,"Plaça del Centre, 5",8015,,,,7,Convenience Store,1,PUDO,INPOST,ESTANCO PLACA DEL CENTRE,PLACA DEL CENTRE 5,BAR_LOC_000114,2,1,False,False,False,False,False,False,True,False,5,Convenience Store only,2,"Same company, multiple records",13.63,1,High,InPost,False
140,InPost,Convenience Stores,Privada,Premises,Barcelona,8015,Estanc Expendeduria 33,"Carrer d'Amadeu Torner, 70",41.3630937392905,2.12241136956882,InPost,Convenience stores,Private,Premises,Barcelona,Estanc Expendeduria 33,"Carrer d'Amadeu Torner, 70",8015,,,,7,Convenience Store,1,PUDO,INPOST,ESTANC EXPENDEDURIA 33,CARRER D AMADEU TORNER 70,BAR_LOC_000137,3,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",12.53,1,High,Dhl | InPost,False
141,InPost,Locker,Privada,Mall,Barcelona,8016,Lockers Cc Som Multiespai,"Avinguda de Rio de Janeiro, 42",41.4355792248955,2.1815313479265,InPost,Lockers,Private,Mall,Barcelona,Lockers Cc Som Multiespai,"Avinguda de Rio de Janeiro, 42",8016,,,,1,Locker,1,PUDO,INPOST,LOCKERS CC SOM MULTIESPAI,AVINGUDA DE RIO DE JANEIRO 42,BAR_LOC_000138,3,3,True,False,True,False,False,False,False,False,7,Multiple services,4,"Multiple companies, multiple services",18.26,2,Medium,InPost | Pudo | SEUR,False
142,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Ab Moviles,"Pg. de Valldaura, 268",41.4393739211034,2.18062539807917,InPost,Convenience stores,Private,Premises,Barcelona,Ab Moviles,"Pg. de Valldaura, 268",8016,,,,7,Convenience Store,1,PUDO,INPOST,AB MOVILES,PG DE VALLDAURA 268,BAR_LOC_000139,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",23.4,2,Medium,Ctt Express | InPost,False
143,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,El Cau De La Naira,"Avinguda de Rio de Janeiro, 7",41.4388824634697,2.18084082739608,InPost,Convenience stores,Private,Premises,Barcelona,El Cau De La Naira,"Avinguda de Rio de Janeiro, 7",8016,,,,7,Convenience Store,1,PUDO,INPOST,EL CAU DE LA NAIRA,AVINGUDA DE RIO DE JANEIRO 7,BAR_LOC_000140,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
144,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Radhey Mobils,"Avinguda de Rio de Janeiro, 5",41.4311079667835,2.18206517152863,InPost,Convenience stores,Private,Premises,Barcelona,Radhey Mobils,"Avinguda de Rio de Janeiro, 5",8016,,,,7,Convenience Store,1,PUDO,INPOST,RADHEY MOBILS,AVINGUDA DE RIO DE JANEIRO 5,BAR_LOC_000141,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",9.6,1,High,InPost | SEUR,False
145,InPost,Convenience Stores,Privada,Kiosk,Barcelona,8016,Kiosk Valldaura Bones Noves,"Pg. de Valldaura, 218",41.4381856078759,2.17379432543989,InPost,Convenience stores,Private,Kiosk,Barcelona,Kiosk Valldaura Bones Noves,"Pg. de Valldaura, 218",8016,,,,7,Convenience Store,1,PUDO,INPOST,KIOSK VALLDAURA BONES NOVES,PG DE VALLDAURA 218,BAR_LOC_000142,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
146,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Articles Bamby,"Av. Meridiana, 507",41.4437026856013,2.18580790986883,InPost,Convenience stores,Private,Premises,Barcelona,Articles Bamby,"Av. Meridiana, 507",8016,,,,7,Convenience Store,1,PUDO,INPOST,ARTICLES BAMBY,AV MERIDIANA 507,BAR_LOC_000143,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",3.58,1,High,Ctt Express | InPost,False
147,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Botiga Digi,"C/ Joaquim Valls, 39",41.443088977306,2.18187516475399,InPost,Convenience stores,Private,Premises,Barcelona,Botiga Digi,"C/ Joaquim Valls, 39",8016,,,,7,Convenience Store,1,PUDO,INPOST,BOTIGA DIGI,C JOAQUIM VALLS 39,BAR_LOC_000144,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",8.94,1,High,Amazon | InPost,False
148,InPost,Locker,Privada,Service Station,Barcelona,8016,Lockers 24/7 Repsol Sant Andreu,"Carrer Gran de Sant Andreu, 513",41.4440723204531,2.18812603393528,InPost,Lockers,Private,Service Station,Barcelona,Lockers 24/7 Repsol Sant Andreu,"Carrer Gran de Sant Andreu, 513",8016,,,,1,Locker,1,PUDO,INPOST,LOCKERS 24 7 REPSOL SANT ANDREU,CARRER GRAN DE SANT ANDREU 513,BAR_LOC_000145,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,InPost,False
149,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Md Serveis Nou Barris,"Carrer de Pablo Iglesias, 10",41.4430949494391,2.1809938501819,InPost,Convenience stores,Private,Premises,Barcelona,Md Serveis Nou Barris,"Carrer de Pablo Iglesias, 10",8016,,,,7,Convenience Store,1,PUDO,INPOST,MD SERVEIS NOU BARRIS,CARRER DE PABLO IGLESIAS 10,BAR_LOC_000146,3,3,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",14.83,1,High,Amazon | Gls | InPost,False
150,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Bienhecho Express,"Carrer de Pablo Iglesias, 91",41.4453311561732,2.18272320761711,InPost,Convenience stores,Private,Premises,Barcelona,Bienhecho Express,"Carrer de Pablo Iglesias, 91",8016,,,,7,Convenience Store,1,PUDO,INPOST,BIENHECHO EXPRESS,CARRER DE PABLO IGLESIAS 91,BAR_LOC_000147,3,3,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",27.04,2,Medium,Amazon | Ctt Express | InPost,False
151,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Estanco Gomez,Cr Concepcion Arenal 191,41.428175452201,2.18413050505157,InPost,Convenience stores,Private,Premises,Barcelona,Estanco Gomez,Cr Concepcion Arenal 191,8016,,,,7,Convenience Store,1,PUDO,INPOST,ESTANCO GOMEZ,CR CONCEPCION ARENAL 191,BAR_LOC_000148,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
152,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Papeleria La Fuente,"Carrer de la Font d'en Canyelles, 114",41.4421323943471,2.17422204409406,InPost,Convenience stores,Private,Premises,Barcelona,Papeleria La Fuente,"Carrer de la Font d'en Canyelles, 114",8016,,,,7,Convenience Store,1,PUDO,INPOST,PAPELERIA LA FUENTE,CARRER DE LA FONT D EN CANYELLES 114,BAR_LOC_000149,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
153,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Djmobiles,"Carrer d'Alcúdia, 38",41.4358329501751,2.17428100441132,InPost,Convenience stores,Private,Premises,Barcelona,Djmobiles,"Carrer d'Alcúdia, 38",8016,,,,7,Convenience Store,1,PUDO,INPOST,DJMOBILES,CARRER D ALCUDIA 38,BAR_LOC_000150,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
154,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Estanc 285,"Carrer del Doctor Pi i Molist, 97",41.4347579833482,2.17249438519448,InPost,Convenience stores,Private,Premises,Barcelona,Estanc 285,"Carrer del Doctor Pi i Molist, 97",8016,,,,7,Convenience Store,1,PUDO,INPOST,ESTANC 285,CARRER DEL DOCTOR PI I MOLIST 97,BAR_LOC_000151,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",16.2,2,Medium,Ctt Express | InPost,False
155,InPost,Locker,Privada,Supermarket,Barcelona,8016,Lockers Dia Carrer Arnau Doms,"Carrer d'Arnau d'Oms, 47",41.4313602113965,2.17701560475612,InPost,Lockers,Private,Supermarket,Barcelona,Lockers Dia Carrer Arnau Doms,"Carrer d'Arnau d'Oms, 47",8016,,,,1,Locker,1,PUDO,INPOST,LOCKERS DIA CARRER ARNAU DOMS,CARRER D ARNAU D OMS 47,BAR_LOC_000152,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,InPost,False
156,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Antmotion Informatica,"Carrer de la Jota, 148",41.4298004916877,2.17561917866804,InPost,Convenience stores,Private,Premises,Barcelona,Antmotion Informatica,"Carrer de la Jota, 148",8016,,,,7,Convenience Store,1,PUDO,INPOST,ANTMOTION INFORMATICA,CARRER DE LA JOTA 148,BAR_LOC_000153,3,3,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",54.36,3,Review,Celeritas | Dhl | InPost,True
157,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,El Paisa 3,"Carrer d'Escòcia, 7",41.4286681069201,2.18357860473189,InPost,Convenience stores,Private,Premises,Barcelona,El Paisa 3,"Carrer d'Escòcia, 7",8016,,,,7,Convenience Store,1,PUDO,INPOST,EL PAISA 3,CARRER D ESCOCIA 7,BAR_LOC_000154,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
158,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Libreria Papeleria Evayol,"Pg. de Fabra i Puig, 466",41.4382166185251,2.16585100569396,InPost,Convenience stores,Private,Premises,Barcelona,Libreria Papeleria Evayol,"Pg. de Fabra i Puig, 466",8016,,,,7,Convenience Store,1,PUDO,INPOST,LIBRERIA PAPELERIA EVAYOL,PG DE FABRA I PUIG 466,BAR_LOC_000155,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",14.42,1,High,InPost | Nacex,False
159,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Academia Esmoda Bcn,"Carrer de Concepción Arenal, 274",41.4328607609008,2.18440322220627,InPost,Convenience stores,Private,Premises,Barcelona,Academia Esmoda Bcn,"Carrer de Concepción Arenal, 274",8016,,,,7,Convenience Store,1,PUDO,INPOST,ACADEMIA ESMODA BCN,CARRER DE CONCEPCION ARENAL 274,BAR_LOC_000156,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
160,InPost,Locker,Privada,Supermarket,Barcelona,8016,Lockers Dia Cl Cinca,"Carrer del Cinca, 69",41.4407595979886,2.19181240986968,InPost,Lockers,Private,Supermarket,Barcelona,Lockers Dia Cl Cinca,"Carrer del Cinca, 69",8016,,,,1,Locker,1,PUDO,INPOST,LOCKERS DIA CL CINCA,CARRER DEL CINCA 69,BAR_LOC_000157,2,2,True,False,False,False,False,False,False,False,1,Locker only,3,"Multiple companies, single service",7.37,1,High,Amazon | InPost,False
161,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Automodelismo Sarich,"C/ Joaquim Valls, 108",41.4451496434045,2.17779683710015,InPost,Convenience stores,Private,Premises,Barcelona,Automodelismo Sarich,"C/ Joaquim Valls, 108",8016,,,,7,Convenience Store,1,PUDO,INPOST,AUTOMODELISMO SARICH,C JOAQUIM VALLS 108,BAR_LOC_000158,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
162,InPost,Locker,Privada,Supermarket,Barcelona,8016,Lockers Dia Cienfuegos,Carrer De Cienfuegos 7-9,41.4242479359562,2.18477042739079,InPost,Lockers,Private,Supermarket,Barcelona,Lockers Dia Cienfuegos,Carrer De Cienfuegos 7-9,8016,,,,1,Locker,1,PUDO,INPOST,LOCKERS DIA CIENFUEGOS,CARRER DE CIENFUEGOS 7 9,BAR_LOC_000159,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,InPost,False
163,InPost,Locker,Pública,Parking,Barcelona,8016,Lockers 24/7 Parking Bsm Sant An,"Carrer de les Monges, 6",41.4306767564026,2.18794722062521,InPost,Lockers,Public,Parking,Barcelona,Lockers 24/7 Parking Bsm Sant An,"Carrer de les Monges, 6",8016,,,,1,Locker,1,PUDO,INPOST,LOCKERS 24 7 PARKING BSM SANT AN,CARRER DE LES MONGES 6,BAR_LOC_000160,4,3,True,False,False,False,False,False,False,False,1,Locker only,3,"Multiple companies, single service",27.03,2,Medium,Amazon | InPost | SEUR,False
164,InPost,Locker,Privada,Supermarket,Barcelona,8016,Lockers Dia Carrer De Viladrosa,"Carrer de Viladrosa, 138",41.4452746981208,2.17821896572346,InPost,Lockers,Private,Supermarket,Barcelona,Lockers Dia Carrer De Viladrosa,"Carrer de Viladrosa, 138",8016,,,,1,Locker,1,PUDO,INPOST,LOCKERS DIA CARRER DE VILADROSA,CARRER DE VILADROSA 138,BAR_LOC_000161,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,InPost,False
165,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Casa De Mobils I Enviaments De,"Carrer d'Alcàntara, 18",41.4459456335873,2.17272858890156,InPost,Convenience stores,Private,Premises,Barcelona,Casa De Mobils I Enviaments De,"Carrer d'Alcàntara, 18",8016,,,,7,Convenience Store,1,PUDO,INPOST,CASA DE MOBILS I ENVIAMENTS DE,CARRER D ALCANTARA 18,BAR_LOC_000162,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
166,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Cincapapers,"Carrer del Cinca, 96",41.4415617795812,2.19216316829827,InPost,Convenience stores,Private,Premises,Barcelona,Cincapapers,"Carrer del Cinca, 96",8016,,,,7,Convenience Store,1,PUDO,INPOST,CINCAPAPERS,CARRER DEL CINCA 96,BAR_LOC_000163,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",44.67,3,Review,Celeritas | InPost,True
167,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Vapstoresagrera,"C. Pardo, 9",41.4267115434857,2.18238959234311,InPost,Convenience stores,Private,Premises,Barcelona,Vapstoresagrera,"C. Pardo, 9",8016,,,,7,Convenience Store,1,PUDO,INPOST,VAPSTORESAGRERA,C PARDO 9,BAR_LOC_000164,4,4,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",26.91,2,Medium,Amazon | Ctt Express | InPost | UPS,False
168,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Chiquilandia,"Carrer de les Torres, 37",41.4469653306226,2.17630983329253,InPost,Convenience stores,Private,Premises,Barcelona,Chiquilandia,"Carrer de les Torres, 37",8016,,,,7,Convenience Store,1,PUDO,INPOST,CHIQUILANDIA,CARRER DE LES TORRES 37,BAR_LOC_000165,2,1,False,False,False,False,False,False,True,False,5,Convenience Store only,2,"Same company, multiple records",13.0,1,High,InPost,False
169,InPost,Locker,Pública,Parking,Barcelona,8016,Lockers 24/7 Bsm Placa Francesc,"Vía Julia, 107",41.4426555490862,2.17777413715291,InPost,Lockers,Public,Parking,Barcelona,Lockers 24/7 Bsm Placa Francesc,"Vía Julia, 107",8016,,,,1,Locker,1,PUDO,INPOST,LOCKERS 24 7 BSM PLACA FRANCESC,VIA JULIA 107,BAR_LOC_000166,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,InPost,False
170,InPost,Convenience Stores,Privada,Premises,Barcelona,8016,Libreria Ulises,"Carrer del Pacífic, 34",41.4263374241591,2.18891402030848,InPost,Convenience stores,Private,Premises,Barcelona,Libreria Ulises,"Carrer del Pacífic, 34",8016,,,,7,Convenience Store,1,PUDO,INPOST,LIBRERIA ULISES,CARRER DEL PACIFIC 34,BAR_LOC_000167,3,3,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",73.44,3,Review,Celeritas | Dhl | InPost,True
171,InPost,Locker,Pública,Parking,Barcelona,8018,Lockers 24/7 Bsm Parking C/Badaj,"Carrer de Badajoz, 168",41.4035991957537,2.18959480568925,InPost,Lockers,Public,Parking,Barcelona,Lockers 24/7 Bsm Parking C/Badaj,"Carrer de Badajoz, 168",8018,,,,1,Locker,1,PUDO,INPOST,LOCKERS 24 7 BSM PARKING C BADAJ,CARRER DE BADAJOZ 168,BAR_LOC_000168,2,2,True,False,False,False,False,False,False,False,1,Locker only,3,"Multiple companies, single service",4.94,1,High,InPost | SEUR,False
172,InPost,Convenience Stores,Privada,Premises,Barcelona,8018,Estanc 328,"Carrer de Bolívia, 1",41.4012148003431,2.18823239234045,InPost,Convenience stores,Private,Premises,Barcelona,Estanc 328,"Carrer de Bolívia, 1",8018,,,,7,Convenience Store,1,PUDO,INPOST,ESTANC 328,CARRER DE BOLIVIA 1,BAR_LOC_000169,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
173,InPost,Convenience Stores,Privada,Premises,Barcelona,8018,L Estanc De La Miriam,"Carrer de Pallars, 145",41.3986665723245,2.19377889491661,InPost,Convenience stores,Private,Premises,Barcelona,L Estanc De La Miriam,"Carrer de Pallars, 145",8018,,,,7,Convenience Store,1,PUDO,INPOST,L ESTANC DE LA MIRIAM,CARRER DE PALLARS 145,BAR_LOC_000170,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
174,InPost,Convenience Stores,Privada,Premises,Barcelona,8018,Panaderia Naim,"Carrer de Joan I, 4",41.4075910068366,2.18751527087387,InPost,Convenience stores,Private,Premises,Barcelona,Panaderia Naim,"Carrer de Joan I, 4",8018,,,,7,Convenience Store,1,PUDO,INPOST,PANADERIA NAIM,CARRER DE JOAN I 4,BAR_LOC_000171,3,3,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",23.26,2,Medium,Amazon | Ctt Express | InPost,False
175,InPost,Convenience Stores,Privada,Premises,Barcelona,8018,Locutorio El Paisa 12,"Carrer de València, 568",41.407845330937,2.18342445270722,InPost,Convenience stores,Private,Premises,Barcelona,Locutorio El Paisa 12,"Carrer de València, 568",8018,,,,7,Convenience Store,1,PUDO,INPOST,LOCUTORIO EL PAISA 12,CARRER DE VALENCIA 568,BAR_LOC_000172,4,4,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",18.84,2,Medium,Ctt Express | InPost | SEUR | UPS,False
176,InPost,Convenience Stores,Privada,Supermarket,Barcelona,8018,Condis Supermercat,"C/ de Padilla, 175",41.4014099955075,2.18286116410152,InPost,Convenience stores,Private,Supermarket,Barcelona,Condis Supermercat,"C/ de Padilla, 175",8018,,,,7,Convenience Store,1,PUDO,INPOST,CONDIS SUPERMERCAT,C DE PADILLA 175,BAR_LOC_000173,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,InPost,False
