Company,Type,Infrastructure,Type Infrastructure,City,Zip Code,Location,Address,Latitude,Longitude
CORREOS,Lockers,Public,Public facility,Barcelona,8028,Correos Barcelona Suc 23. Les Corts,"Av. de Madrid, 106",41.3793229,2.128081561
CORREOS,LSP PUDOs,Public,Public facility,Barcelona,8901,L'hospitalet De Llobregat Op,Carrer de Francesc Moragas,41.36073728,2.096835161
CORREOS,LSP PUDOs,Public,Public facility,Barcelona,8902,Oficina De Correos Y Citypaq,"Carrer Martí Codolar, 44",41.36855463,2.129808448
CORREOS,LSP PUDOs,Public,Public facility,Barcelona,8031,Oficina De Correos Suc 10,"Carrer de Santiago Rusiñol, 16-18",41.42853469,2.166871847
CORREOS,LSP PUDOs,Public,Public facility,Barcelona,8030,Barcelona Suc 13. Sant Andreu,"Passeig de Torras i Bages, 29",41.43807296,2.190999695
CORREOS,LSP PUDOs,Public,Public facility,Barcelona,8907,L'hospitalet De Llobregat Suc 2. Bellvitge,"Rambla de la Marina, 82",41.350947,2.112414859
CORREOS,LSP PUDOs,Public,Public facility,Barcelona,8033,Barcelona Suc 26. Ciutat Meridiana,"Av. dels Rasos de Peguera, 19",41.46348134,2.17823588
CORREOS,LSP PUDOs,Public,Public facility,Barcelona,8035,Barcelona Suc 29. Vall D`Hebron,"Carrer d'Arenys, 16-18",41.42205018,2.142046278
CORREOS,LSP PUDOs,Public,Public facility,Barcelona,8905,L'hospitalet De Llobregat Suc 3 . Pubilla Cases,"Carrer del Pedraforca, 105",41.37095878,2.107563286
CORREOS,LSP PUDOs,Public,Public facility,Barcelona,8029,Barcelona Suc 35. Calabria-Rosello,"C. de Calabria, 235",41.38625026,2.146455821
CORREOS,LSP PUDOs,Public,Public facility,Barcelona,8904,L'hospitalet De Llobregat Suc 4. Collblanc,"CAR, Carr. de Cotonat, 57-59",41.37303467,2.113744886
CORREOS,LSP PUDOs,Public,Public facility,Barcelona,8035,Correos Barcelona Suc 29. Vall D`Hebron ,"Carrer d'Arenys, 16-18",41.4220579,2.141987673
CORREOS,Lockers,Public,Public facility,Barcelona,8030,Rodalies Sant Andreu Arenal,San Andrés de Palomar,41.43103722,2.18306455
CORREOS,LSP PUDOs,Public,Public facility,Barcelona,8907,"Correos Hospitalet De Llobregat, L' Suc 2. Bellvitge","Rambla de la Marina, 82",41.350947,2.112414859
CORREOS,LSP PUDOs,Public,Public facility,Barcelona,8905,"Correos Hospitalet De Llobregat, L' Suc 3. Pubilla Cases","Carrer del Pedraforca, 105",41.37095878,2.107563286
CORREOS,LSP PUDOs,Public,Public facility,Barcelona,8901,Correos L'hospitalet De Llobregat Op,Carrer de Francesc Moragas,41.36073728,2.096835161
CORREOS,Lockers,Private,Supermarket,Barcelona,8030,Condis,"Avenida Meridiana, 402",41.43149473,2.183384637
CORREOS,Lockers,Private,Supermarket,Barcelona,8027,Condis,"Calle Murcia, 43",41.41726507,2.190199498
CORREOS,Lockers,Private,Supermarket,Barcelona,8907,Condis,"Av. d'Europa, 230",41.35837767,2.114072523
CORREOS,Lockers,Private,Supermarket,Barcelona,8020,Carrefour Market,"Calle Menorca, 19",41.42197915,2.196462766
CORREOS,Lockers,Private,Supermarket,Barcelona,8021,Plusfresc,"Vía Augusta, 188",41.39891163,2.141585947
CORREOS,Lockers,Private,Supermarket,Barcelona,8901,Plusfresc,"Rambla Just Oliveras, 42",41.36216039,2.100999543
CORREOS,LSP PUDOs,Public,Public facility,Barcelona,8904,"Correos Hospitalet De Llobregat, L' Suc 4. Collblanc","CAR, Carr. de Cotonat, 57-59",41.37305876,2.113701781
CORREOS,LSP PUDOs,Public,Public facility,Barcelona,8902,"Correos Hospitalet De Llobregat, Lv Suc 1. Santa Eulalia","CAR, Carrer Martí Codolar, 44",41.36997035,2.129600638
CORREOS,LSP PUDOs,Public,Public facility,Barcelona,8030,Correos Barcelona Suc 13. Sant Andreu,"Passeig de Torras i Bages, 29",41.43800662,2.190897902
AMAZON,Lockers,Private,Parking,Barcelona,8001,Amazon Lockers - Bolorino,"Carrer dels Àngels, 1",41.38224029,2.168080503
AMAZON,Convenience stores,Private,Premises,Barcelona,8001,Amazon Counter - Biz Services,"Carrer del Carme, 70",41.3811974,2.167784718
AMAZON,Convenience stores,Private,Premises,Barcelona,8001,Amazon Counter - Tech Plus,"C. de Joaquín Costa, 2",41.3811688,2.167512232
AMAZON,Convenience stores,Private,Premises,Barcelona,8001,Amazon Counter - Copywork,"C. de Joaquín Costa, 2",41.3811688,2.167512232
AMAZON,Lockers,Private,Supermarket,Barcelona,8001,Amazon Lockers - Sobek,"Carrer de l'Hospital, 131",41.37986131,2.167676791
AMAZON,Lockers,Private,Parking,Barcelona,8001,Amazon Lockers - Busca,"C. de San Rafael, 15",41.37914915,2.170186624
AMAZON,Lockers,Private,Kiosk,Barcelona,8001,Amazon Lockers - Sangroniz,"Rda. de Sant Antoni, 86",41.38415514,2.164126966
AMAZON,Convenience stores,Private,Premises,Barcelona,8001,Amazon Counter - Ahmad Brother Telecom,"Carrer de l'Hospital, 139",41.37975786,2.167297695
AMAZON,Convenience stores,Private,Premises,Barcelona,8001,Amazon Counter - I Care Reparacion,"Carrer del Carme, 39",41.38225555,2.169894553
AMAZON,Convenience stores,Private,Premises,Barcelona,8001,Seur - Tabacos Carme 15,"Carrer del Carme, 15",41.38246464,2.170920534
AMAZON,Convenience stores,Private,Premises,Barcelona,8001,Seur - Copisteria Geografia Ub,"Carrer de les Ramelleres, 21",41.38483694,2.168412639
AMAZON,Lockers,Public,Public Infrastructure,Barcelona,8002,Citypaq Lockerss-Fgc Plaça De Catalunya,"Plaça de Catalunya, 1",41.4925677,2.030895277
AMAZON,Lockers,Private,Public Infrastructure,Barcelona,8002,Amazon Lockers - Mariola,Plza. Catalunya,41.38750483,2.169674348
AMAZON,Lockers,Private,Kiosk,Barcelona,8002,Amazon Lockers - Velikova,"La Rambla, 125",41.38501834,2.170103708
AMAZON,Lockers,Private,Kiosk,Barcelona,8002,Amazon Lockers - Orlando,"La Rambla, 136",41.38515444,2.170766277
AMAZON,Lockers,Private,Parking,Barcelona,8002,Amazon Lockers - Crujera,Plaça de Catalunya,41.38713609,2.16999346
AMAZON,Lockers,Private,Premises,Barcelona,8003,Amazon Lockers - Nguyen,"Passeig de Circumvaŀlació, 1",41.38622382,2.186574585
AMAZON,Lockers,Private,Kiosk,Barcelona,8003,Amazon Lockers - Silaghi,"Plaça Comercial, 9",41.38542479,2.183437948
AMAZON,Lockers,Private,Parking,Barcelona,8003,Amazon Lockers - Diomedes,Passeig de Lluís Companys,41.39067372,2.182190194
AMAZON,Lockers,Private,Kiosk,Barcelona,8003,Amazon Lockers - Arozamena,"Av. de Francesc Cambó, 23",41.38713987,2.178269285
AMAZON,Lockers,Private,Kiosk,Barcelona,8003,Amazon Lockers - Arasulli,"Pg. de St. Joan, 11",41.39256722,2.17827998
AMAZON,Lockers,Private,Parking,Barcelona,8003,Amazon Lockers - Issa,Av. de Francesc Cambó,41.38668318,2.177952379
AMAZON,Lockers,Private,Kiosk,Barcelona,8003,Amazon Lockers - Aristu,"Placeta del Comerç, 2",41.38982348,2.180963874
AMAZON,Lockers,Private,Parking,Barcelona,8003,Amazon Lockers - Higia,Carrer del Baluard,41.37931525,2.189292449
AMAZON,Lockers,Private,Premises,Barcelona,8003,Amazon Lockers - Artabe,"Carrer de Sant Pere, 90",41.42171023,2.179248841
AMAZON,Convenience stores,Private,Premises,Barcelona,8003,Amazon Counter - Bhavna Enterprise,"Carrer de la Princesa, 34",41.38629045,2.18105239
AMAZON,Convenience stores,Private,Premises,Barcelona,8003,Amazon Counter - Royalmano Cleaning Services,"Carrer del Fonollar, 12",41.38717433,2.179591407
AMAZON,Convenience stores,Private,Premises,Barcelona,8003,Seur - Envios Edl,"Plaça de la Llana, 10",41.38551243,2.179385981
AMAZON,Convenience stores,Private,Premises,Barcelona,8003,Amazon Counter - Am Telefonia,"Carrer dels Carders, 5",41.38739409,2.178263328
AMAZON,Lockers,Private,Kiosk,Barcelona,8004,Amazon Lockers - Sandalo,"Radas, Carrer de Radas, 11",41.37441512,2.16109855
AMAZON,Convenience stores,Private,Premises,Barcelona,8004,Amazon Counter - Supermercat El Kano,"Carrer d'Elkano, 40",41.3739415,2.162696168
AMAZON,Lockers,Private,Kiosk,Barcelona,8004,Amazon Lockers - Albiach,"Av. del Paralelo, 91",41.37492265,2.164882335
AMAZON,Lockers,Public,Parking,Barcelona,8004,Amazon Lockers - Etiopia,"Carrer de la França Xica, 35",41.37225292,2.156618548
AMAZON,Convenience stores,Private,Premises,Barcelona,8004,Amazon Counter - Sws Movil,"Carrer de Blai, 52",41.37451632,2.16294305
AMAZON,Convenience stores,Private,Premises,Barcelona,8004,Seur - Fenix,"Carrer de Radas, 15",41.37412896,2.161168677
AMAZON,Lockers,Private,Premises,Barcelona,8004,Amazon Lockers - Perugachi,"Carrer de Margarit, 13",41.37423166,2.163921233
AMAZON,Convenience stores,Private,Premises,Barcelona,8004,Amazon Counter - Mi Casa Plantas,"Carrer de la Concòrdia, 36",41.37329682,2.159814907
AMAZON,Convenience stores,Private,Premises,Barcelona,8004,Amazon Counter - Viajes Ruta Latina,"Carrer d'En Fontrodona, 7",41.37419211,2.167597934
AMAZON,Convenience stores,Private,Premises,Barcelona,8004,Amazon Counter - Central De Envios,"Carrer de Radas, 9",41.37449176,2.161351123
AMAZON,Convenience stores,Private,Premises,Barcelona,8004,Amazon Counter - L Estanc Del Carrer Blai,"Carrer de Blai, 1",41.37301092,2.166548008
AMAZON,Convenience stores,Private,Premises,Barcelona,8005,Seur - Mobil House,"Carrer de Pujades, 131",41.3997874,2.197767535
AMAZON,Lockers,Private,Kiosk,Barcelona,8005,Amazon Lockers - Eritrea,"Carrer de Ramon Turró, 189",41.40009297,2.202649925
AMAZON,Lockers,Private,Kiosk,Barcelona,8005,Amazon Lockers - Cherna,"Carrer de Pujades, 171",41.40167474,2.200256178
AMAZON,Convenience stores,Private,Premises,Barcelona,8005,Amazon Counter - Mã“Bil House,"Carrer de Pujades, 131",41.3997874,2.197767535
AMAZON,Lockers,Private,Parking,Barcelona,8005,Amazon Lockers - Iquitos,"Carrer de Pere IV, 272",41.40644894,2.20089581
AMAZON,Lockers,Private,Premises,Barcelona,8005,Amazon Lockers - Isabella,"Carrer de Marià Aguiló, 69",41.40208914,2.202547813
AMAZON,Lockers,Private,Premises,Barcelona,8005,Amazon Lockers - Azul,"Carrer de Bilbao, 32",41.40265796,2.204856568
AMAZON,Lockers,Public,Parking,Barcelona,8005,Amazon Lockers - Anglada,"C/ de Lope de Vega, 132",41.40585333,2.202359085
AMAZON,Convenience stores,Private,Supermarket,Barcelona,8005,Amazon Counter - Super Mercat,"Carrer de Badajoz, 26",41.39562922,2.199896205
AMAZON,Convenience stores,Private,Premises,Barcelona,8005,Amazon Counter - Casa Del Mobils,"Carrer de Bilbao, 34",41.40285766,2.203846617
AMAZON,Convenience stores,Private,Premises,Barcelona,8005,Amazon Counter - Metro Mobils,"Carrer de Bilbao, 54",41.40367506,2.202705475
AMAZON,Lockers,Private,Kiosk,Barcelona,8006,Amazon Lockers - Armijo,"Plaça de Molina, 1",41.40137686,2.146792778
AMAZON,Convenience stores,Private,Kiosk,Barcelona,8006,Usp - Amazon Counter - Quiosc Plaça Molina,"Plaça de Molina, 1",41.40176827,2.146943125
AMAZON,Convenience stores,Private,Premises,Barcelona,8006,Seur - Bcn Bikes,"Carrer d'Alfons XII, 77",41.4006126,2.147155506
AMAZON,Lockers,Private,Public Infrastructure,Barcelona,8006,Amazon Lockers - Respuesta,"Vía Augusta, 173",41.39844275,2.14210465
AMAZON,Lockers,Private,Kiosk,Barcelona,8006,Amazon Lockers - Aixut,"Vía Augusta, 58",41.40036534,2.152259038
AMAZON,Lockers,Private,Premises,Barcelona,8006,Amazon Lockers - Abolafia,"Carrer de Sant Elies, 14",41.40179936,2.14491201
AMAZON,Convenience stores,Private,Premises,Barcelona,8006,Amazon Counter - Mister Pan,"Carrer de Vallirana, 52",41.40464408,2.147191575
AMAZON,Convenience stores,Private,Premises,Barcelona,8006,Amazon Counter - Dua Mobil,"Carrer de Guillem Tell, 29",41.40249009,2.148550865
AMAZON,Lockers,Private,Kiosk,Barcelona,8006,Amazon Lockers - Santurtun,"Carrer de Tuset, 38",41.39702597,2.151231834
AMAZON,Lockers,Private,Parking,Barcelona,8006,Amazon Lockers - Hipnos,"Travessera de Gràcia, 53",41.39654729,2.149618277
AMAZON,Lockers,Private,Kiosk,Barcelona,8006,Amazon Lockers - Arrabal,"Travessera de Gràcia, 96",41.39881531,2.153804163
AMAZON,Lockers,Private,Premises,Barcelona,8006,Amazon Lockers - Adarraga,"Carrer de la Gleva, 5",41.40330027,2.146725416
AMAZON,Convenience stores,Private,Premises,Barcelona,8006,Amazon Counter - Movil Clinic 1,"Carrer d'Aribau, 310",41.39927636,2.146103348
AMAZON,Lockers,Private,Kiosk,Barcelona,8007,Amazon Lockers - Almazo,"Ronda de la Universidad, 2",41.38627963,2.165558807
AMAZON,Lockers,Private,Parking,Barcelona,8007,Amazon Lockers - Crende,Rambla de Catalunya,41.39166713,2.162658747
AMAZON,Lockers,Private,Public Infrastructure,Barcelona,8007,Amazon Lockers - Ruesta,"Passeig de Gràcia, 13",41.38964767,2.167206419
AMAZON,Lockers,Private,Kiosk,Barcelona,8007,Amazon Lockers - Amselem,"Carrer de la Marina, 253",41.40409859,2.174814747
AMAZON,Lockers,Private,Premises,Barcelona,8007,Amazon Lockers - Hansen,"Calle de Balmes, 50",41.38988359,2.163350879
AMAZON,Lockers,Private,Parking,Barcelona,8007,Amazon Lockers - Cullell,"Passeig de Gràcia, 31",41.39099672,2.166043307
AMAZON,Lockers,Private,Parking,Barcelona,8007,Amazon Lockers - Kuwait,"Carrer d'Aragó, 252",41.39057588,2.162981763
AMAZON,Convenience stores,Public,Public facility,Barcelona,8007,Citypaq Lockerss-Correos Barcelona Suc 1 Plaza Leta,"Pl. del Dr. Letamendi, 5-7",41.38925628,2.160978039
AMAZON,Lockers,Private,Parking,Barcelona,8007,Amazon Lockers - Deverra,"Carrer de la Diputació, s/n",41.39263067,2.170031191
AMAZON,Lockers,Private,Premises,Barcelona,8008,Citypaq Lockerss-Fgc Provença,Calle C/ Balmes Esq C/ Rosello S/N,41.39285286,2.158559109
AMAZON,Lockers,Private,Parking,Barcelona,8008,Amazon Lockers - Cubells,Passeig de Gràcia,41.39015189,2.167270979
AMAZON,Lockers,Private,Kiosk,Barcelona,8008,Amazon Lockers - Alamilla,"Carrer del Rosselló, 216",41.39427237,2.158582877
AMAZON,Lockers,Private,Kiosk,Barcelona,8008,Amazon Lockers - Macamen,"Carrer del Rosselló, 184",41.39318297,2.156634453
AMAZON,Lockers,Private,Kiosk,Barcelona,8009,Amazon Lockers - Armario,"Carrer de Roger de Llúria, 87",41.39522686,2.166010477
AMAZON,Lockers,Private,Kiosk,Barcelona,8009,Amazon Lockers - Idarraga,"Pg. de St. Joan, 53",41.39696655,2.172572121
AMAZON,Convenience stores,Private,Premises,Barcelona,8009,Amazon Counter - Logo Phones,"C. de Pau Claris, 107",41.39174917,2.168179791
AMAZON,Convenience stores,Private,Premises,Barcelona,8010,Amazon Counter - Siempre Obert,"Carrer de Casp, 68",41.39212962,2.174369218
AMAZON,Lockers,Private,Kiosk,Barcelona,8010,Amazon Lockers - Arizti,"Gran Via de les Corts Catalanes, 665",41.3942865,2.173780537
AMAZON,Lockers,Private,Kiosk,Barcelona,8010,Amazon Lockers - Jotaeme,"C. del Bruc, 38",41.39146577,2.173755677
AMAZON,Lockers,Private,Kiosk,Barcelona,8010,Amazon Lockers - Amezua,"Rda. de Sant Pere, 38",41.38983123,2.175189818
AMAZON,Lockers,Private,Parking,Barcelona,8010,Amazon Lockers - Crecente,Pl. d'Urquinaona,41.38944072,2.172869336
AMAZON,Convenience stores,Private,Public facility,Barcelona,8010,Correos - Barcelona Suc 20. Urquinaona,"Carrer d'Ausiàs Marc, 13",41.3909277,2.173973133
AMAZON,Convenience stores,Public,Public facility,Barcelona,8010,Citypaq Lockerss-Correos Barcelona Suc 20. Urquinao,"Carrer d'Ausiàs Marc, 13-17",41.39057642,2.17399445
AMAZON,Convenience stores,Private,Premises,Barcelona,8010,Seur - Freaks,"Carrer d'Àlaba, 10",41.39393926,2.198317553
AMAZON,Convenience stores,Private,Kiosk,Barcelona,8010,Usp- Amazon Counter - Quiosc Passeig Sant Joan 4,"Pg. de St. Joan, 4",41.39203437,2.180096236
AMAZON,Lockers,Private,Kiosk,Barcelona,8010,Amazon Lockers - Araoz,"Carrer de Trafalgar, 3",41.38929462,2.174257894
AMAZON,Lockers,Private,Kiosk,Barcelona,8011,Amazon Lockers - Agredo,"C. de Villarroel, 106",41.38566383,2.156843193
AMAZON,Convenience stores,Private,Premises,Barcelona,8011,Amazon Counter - 313 Casa De Moviles,"C. de Villarroel, 58",41.38357644,2.159426749
AMAZON,Lockers,Private,Gym,Barcelona,8011,Amazon Lockers - Cardoner,"Gran Via de les Corts Catalanes, 584",41.38509053,2.162949682
AMAZON,Lockers,Private,Kiosk,Barcelona,8011,Amazon Lockers - Araguas,"Carrer d'Aribau, 1",41.38588424,2.162658806
AMAZON,Lockers,Private,Kiosk,Barcelona,8011,Amazon Lockers - Agon,"Rda. de Sant Antoni, 39",41.38305327,2.163296825
AMAZON,Convenience stores,Private,Premises,Barcelona,8011,Amazon Counter - Right Way Mobile,"Carrer de Casanova, 96",41.38725418,2.156893907
AMAZON,Convenience stores,Private,Premises,Barcelona,8011,Amazon Counter - Decompras365.Com,"C. de Muntaner, 25",41.38506909,2.161455576
AMAZON,Convenience stores,Private,Premises,Barcelona,8012,Amazon Counter - Tenbei Concept,"Carrer del Torrent de l'Olla, 177",41.40529663,2.153789593
AMAZON,Lockers,Private,Kiosk,Barcelona,8012,Amazon Lockers - Rivilla,"Travessera de Gràcia, 171",41.40209813,2.158009125
AMAZON,Lockers,Private,Parking,Barcelona,8012,Amazon Lockers - Demeter,"Plaça del Sol, 5",41.40169205,2.156671469
AMAZON,Convenience stores,Private,Premises,Barcelona,8012,Amazon Counter - Raza Phone,"Carrer Gran de Gràcia, 235",41.40542539,2.150819491
AMAZON,Convenience stores,Private,Supermarket,Barcelona,8012,Amazon Counter - Bon Supermarket,"Carrer Gran de Gràcia, 216",41.40430868,2.151884679
AMAZON,Convenience stores,Private,Premises,Barcelona,8012,Amazon Counter - Estanco Exp. Nâ°20,"Carrer Gran de Gràcia, 219",41.40489604,2.151219706
AMAZON,Lockers,Private,Kiosk,Barcelona,8012,Amazon Lockers - Completo,"Plaça de la Vila de Gràcia, 14",41.4005081,2.157260192
AMAZON,Lockers,Private,Parking,Barcelona,8012,Amazon Lockers - Heracles,"Carrer de Siracusa, 39-51",41.40200294,2.160641378
AMAZON,Lockers,Public,Parking,Barcelona,8012,Amazon Lockers - Faustball,"Carrer Gran de Gràcia, 190 - 192",41.40369982,2.152314689
AMAZON,Lockers,Private,Premises,Barcelona,8013,Amazon Lockers - Cipera,"Carrer de Sardenya, 200",41.39787301,2.181236992
AMAZON,Lockers,Private,Premises,Barcelona,8013,Amazon Lockers - Abril,"Carrer de la Marina, 153",41.39856517,2.181713995
AMAZON,Lockers,Private,Kiosk,Barcelona,8013,Amazon Lockers - Almeida,"Gran Via de les Corts Catalanes, 685",41.39685721,2.177429993
AMAZON,Lockers,Public,Parking,Barcelona,8013,Amazon Lockers - Tã©,"Carrer d'Alí Bei, 54",41.39496168,2.182519685
AMAZON,Lockers,Private,Kiosk,Barcelona,8013,Amazon Lockers - Arrabali,"Carrer Nou de la Rambla, 93",41.37591626,2.171088492
AMAZON,Lockers,Private,Kiosk,Barcelona,8013,Amazon Lockers - Santamarina,"C/ de Aragón, Carrer d'Aragó, 439",41.40256326,2.177818886
AMAZON,Convenience stores,Private,Supermarket,Barcelona,8013,Amazon Counter - Condis El Teu Super,"Carrer de Casp, 171",41.39933437,2.183313168
AMAZON,Lockers,Private,Kiosk,Barcelona,8013,Amazon Lockers - Arnay,"Carrer de la Diputació, 398",41.39889426,2.178221685
AMAZON,Convenience stores,Private,Premises,Barcelona,8013,Amazon Counter - Etalon Plus,"Carrer d'Ausiàs Marc, 77",41.39444692,2.179377377
AMAZON,Lockers,Private,Kiosk,Barcelona,8013,Amazon Lockers - Auca,"Gran Via de les Corts Catalanes, 743",41.39922445,2.180426591
AMAZON,Lockers,Private,Kiosk,Barcelona,8013,Amazon Lockers - Sansaloni,"Carrer de Mallorca, 422",41.40383382,2.175857694
AMAZON,Convenience stores,Private,Premises,Barcelona,8013,Seur - L'estanc De Sicilia Bcn 2,"C/ de Sicília, 240",41.3996891,2.176484877
AMAZON,Convenience stores,Private,Supermarket,Barcelona,8013,Amazon Counter - Tohpa Supermercat,"Carrer de la Marina, 128",41.39719188,2.184643784
AMAZON,Convenience stores,Private,Premises,Barcelona,8013,Amazon Counter - Asl. Reformas,"C. de Ribes, 91",41.40086605,2.184478177
AMAZON,Lockers,Private,Kiosk,Barcelona,8014,Amazon Lockers - Brumoso,"Carrer de Tarragona, 123",41.37739631,2.146603978
AMAZON,Lockers,Private,Public Infrastructure,Barcelona,8014,Amazon Lockers - Nodar,"C/ del Rector Triadó, 69",41.37837305,2.142458693
AMAZON,Lockers,Private,Kiosk,Barcelona,8014,Amazon Lockers - Abaitua,"Pl. d'Espanya, 5",41.37501311,2.147857493
AMAZON,Lockers,Private,Kiosk,Barcelona,8014,Amazon Lockers - Sarri,"Carrer de la Creu Coberta, 88",41.37562162,2.143591781
AMAZON,Lockers,Private,Parking,Barcelona,8014,Amazon Lockers - Dallas,"C. Vilardell, 20",41.37462811,2.142711677
AMAZON,Lockers,Private,Premises,Barcelona,8015,Amazon Lockers - Lidia,"Carrer de València, 49",41.38213719,2.148789391
AMAZON,Lockers,Private,Parking,Barcelona,8015,Amazon Lockers - Prometeo,"Carrer de València, 77",41.38319834,2.150181545
AMAZON,Convenience stores,Private,Premises,Barcelona,8015,Amazon Counter - Berlin Mobils,"Carrer de València, 37",41.38189429,2.148549365
AMAZON,Lockers,Private,Kiosk,Barcelona,8015,Amazon Lockers - Alpiste,"Carrer de València, 122",41.38380454,2.151553149
AMAZON,Convenience stores,Private,Premises,Barcelona,8015,Amazon Counter - Lyon Express,"C/ de Rocafort, 108",41.38067195,2.152000379
AMAZON,Convenience stores,Private,Premises,Barcelona,8015,Amazon Counter - Movil Plus,"Carrer d'Aragó, 41",41.38015375,2.148391667
AMAZON,Lockers,Private,Kiosk,Barcelona,8016,Amazon Lockers - Almunia,"Carrer d'Argullós, 99",41.44221685,2.180581306
AMAZON,Convenience stores,Private,Premises,Barcelona,8016,Seur - Libreria Papeleria Papiro,"Carrer del Vinyar, 13",41.44160004,2.182346404
AMAZON,Convenience stores,Private,Premises,Barcelona,8016,Amazon Counter - Al Noor Mobils,"Carrer d'Argullós, 45, Bj local 2",41.44073788,2.182736036
AMAZON,Convenience stores,Private,Premises,Barcelona,8016,Seur - Al Noor Mobils,"Carrer d'Argullós, 45, Bj local 3",41.44073788,2.182736036
AMAZON,Convenience stores,Private,Premises,Barcelona,8016,Amazon Counter - M&D Servicios Nou Barris,"Carrer de Pablo Iglesias, 10",41.44312711,2.181036776
AMAZON,Convenience stores,Private,Premises,Barcelona,8016,Amazon Counter - Afan Mobile House.,"Carrer de Pablo Iglesias, 29",41.44399579,2.181452698
AMAZON,Convenience stores,Private,Premises,Barcelona,8016,Amazon Counter - Botiga Digi,"C/ Joaquim Valls, 39",41.4431694,2.181875167
AMAZON,Convenience stores,Private,Premises,Barcelona,8016,Amazon Counter - Bien Hecho,"Carrer de Pablo Iglesias, 91",41.44530703,2.182733936
AMAZON,Convenience stores,Private,Premises,Barcelona,8016,Amazon Counter - La B DroguerãA,"Carrer de Pablo Iglesias, 95",41.44561933,2.182890107
AMAZON,Convenience stores,Private,Premises,Barcelona,8016,Amazon Counter - Trinitat Telecom S.L,"Carrer del Pou, 36",41.443866,2.181165469
AMAZON,Convenience stores,Private,Premises,Barcelona,8016,Amazon Counter - Iqbal Alimentacion,"Carrer de la Flor de Neu, 18",41.44460549,2.185431464
AMAZON,Convenience stores,Private,Premises,Barcelona,8016,Amazon Counter - Sarim Moviles,"Carrer de Pablo Iglesias, 98",41.44546133,2.183146564
AMAZON,Lockers,Private,Premises,Barcelona,8018,Amazon Lockers - Sandalinas,"Carrer de Sant Joan de Malta, 49",41.40912142,2.192682
AMAZON,Lockers,Private,Premises,Barcelona,8018,Amazon Lockers - Philadelphia,"Carrer de Rossend Nobas, 25-27",41.40877204,2.189439105
AMAZON,Lockers,Private,Premises,Barcelona,8018,Amazon Lockers - Belhez,"Rambla de Guipúscoa, 16",41.41402172,2.193738221
AMAZON,Convenience stores,Private,Premises,Barcelona,8018,Correos - Barcelona Suc 15. El Clot,"Carrer de Rossend Nobas, 31",41.40906913,2.189632733
AMAZON,Convenience stores,Private,Premises,Barcelona,8018,Amazon Counter - Mr Usby,"C. de las Navas de Tolosa, 249",41.41270968,2.19048571
AMAZON,Lockers,Public,Public facility,Barcelona,8018,Citypaq Lockerss-Correos Barcelona Suc 15. El Clot,"Carrer de Rossend Nobas, 31",41.40902889,2.18965419
AMAZON,Lockers,Private,Premises,Barcelona,8018,Amazon Lockers - Rivadas,"Plaça de Font i Sagué, 3",41.40822273,2.188515175
AMAZON,Lockers,Private,Premises,Barcelona,8018,Amazon Lockers - Arnesto,"Carrer de Biscaia, 370",41.41661575,2.188005978
AMAZON,Lockers,Private,Premises,Barcelona,8018,Amazon Lockers - Caldear,"C. de Espronceda, 268",41.41380265,2.194093079
AMAZON,Convenience stores,Private,Kiosk,Barcelona,8018,Usp- Amazon Counter - Quiosc St. Joan De Malta 49,"Carrer de Sant Joan de Malta, 49",41.40895244,2.192574705
AMAZON,Lockers,Private,Premises,Barcelona,8018,Amazon Lockers - Amoros,"Carrer de Mallorca, 595",41.41170079,2.185754912
AMAZON,Lockers,Private,Premises,Barcelona,8018,Amazon Lockers - Perth,"Carrer de Bac de Roda, 180",41.41338675,2.196795037
AMAZON,Convenience stores,Private,Premises,Barcelona,8018,Seur - Bol Mobil2,"Carrer de Rogent, 13",41.40879743,2.185718006
AMAZON,Convenience stores,Private,Premises,Barcelona,8018,Amazon Counter - Bol Mobil 2,"Carrer de Rogent, 13",41.40879743,2.185718006
AMAZON,Lockers,Private,Premises,Barcelona,8018,Amazon Lockers - Allande,"Carrer de Mallorca, 604",41.41111874,2.185534131
AMAZON,Lockers,Private,Premises,Barcelona,8018,Amazon Lockers - Rozario,"Carrer de Felip II, 77",41.42072625,2.186359504
AMAZON,Convenience stores,Private,Premises,Barcelona,8018,Amazon Counter - Minyetti Envios.,"Carrer de València, 669",41.41284957,2.189730877
AMAZON,Lockers,Private,Premises,Barcelona,8018,Amazon Lockers - Atoleria,Calle Aragon 643,41.41158979,2.190233591
AMAZON,Lockers,Private,Premises,Barcelona,8018,Amazon Lockers - Isaias,"Carrer de Múrcia, 1",41.41446543,2.187418905
AMAZON,Convenience stores,Private,Premises,Barcelona,8018,Amazon Counter - Panaderia Naim,"Carrer de Joan I, 4",41.40738179,2.187515263
AMAZON,Lockers,Private,Mall,Barcelona,8019,Amazon Lockers - Didac,"Av. Diagonal, 9",41.40971162,2.215686693
AMAZON,Lockers,Private,Service Station,Barcelona,8019,Amazon Lockers - Ardil,"Carrer de Bac de Roda, 66",41.4069339,2.206336021
AMAZON,Lockers,Private,Kiosk,Barcelona,8019,Amazon Lockers - Periodico,"C/ de Alfonso el Magnánimo, 19",41.41469977,2.216554863
AMAZON,Lockers,Private,Premises,Barcelona,8019,Amazon Locker - Cabrero Bp,"Carrer de Pere IV, 440",41.41325877,2.205897246
